name,address,distance,distance_type,rating,capaciity,area,price
Khanh Phong Apartment PG02-20,Hai Phong,1.3,km,8.3,2 adult,25m˝,"541,500"
catba sky way boat,Hai Phong,39.7,km,null,2 adult,null,"5,103,000"
Azumaya Hotel Hai Phong,Hai Phong,3.3,km,8.4,2 adult,null,"2,000,000"
Phuong Anh 3 Hotel,Hai Phong,3.2,km,5.5,2 adult,null,"500,000"
Lavender Hotel Hai Phong,Hai Phong,3.9,km,7,2 adult,null,"545,000"
G-space apartment,Hai Phong,1.6,km,10,2 adult,null,"623,000"
"HHT homestay HoÖng Huy Grand Tower, S? D?u, H?ng BÖngH?i Phïng",Hai Phong,2.5,km,9,2 adult,67m˝,"750,000"
La ventana modern house,Hai Phong,300,m,5.5,2 adult,10m˝,"500,000"
1986 Cafe & Stay,Hai Phong,0.5,km,null,2 adult,null,"950,000"
Le Thanh Hotel,Hai Phong,9.8,km,null,2 adult,null,"650,000"
Windy Hill Catba Homestay,Hai Phong,38.5,km,8.3,2 adult,25m˝,"760,320"
HD 141 Vinhomes Marina studio 20 m2,Hai Phong,4.1,km,10,2 adult,null,"600,000"
B?ng Homestay,Hai Phong,1.2,km,null,2 adult,null,"450,000"
Lucky Homestay,Hai Phong,2.6,km,null,2 adult,null,"544,000"
Three bedrooms Serviced Apartment (1206SHP) - 12 Lach Tray street,Hai Phong,0.7,km,9.5,2 adult,null,"1,344,000"
Hoa Phuong Hotel,Hai Phong,2.2,km,8.5,2 adult,null,"612,000"
Moon Homestay,Hai Phong,0.6,km,8.5,2 adult,null,"940,500"
MV Hotel,Hai Phong,3.7,km,9.1,2 adult,null,"400,000"
Dieu Thuyen Motel,Hai Phong,3.1,km,6.2,2 adult,null,"416,500"
Hoang Huy Grand Tower,Hai Phong,2.5,km,null,2 adult,60m˝,"1,100,000"
Grand Hill hotel & apartment,Hai Phong,3.1,km,6.5,2 adult,null,"984,150"
2702 Apartment,Hai Phong,2.5,km,10,2 adult,60m˝,"1,020,000"
Chu?i c?n h? Merci Apartment & Homestay - HH Riverside Hai Phong Central,Hai Phong,1.6,km,9.2,2 adult,32m˝,"500,000"
HOTEL TE AMO,Hai Phong,3.1,km,8.8,2 adult,null,"550,000"
Victory Apartment,Hai Phong,1.4,km,8.9,2 adult,null,"1,453,500"
Merry House HoÖng Huy Riverside,Hai Phong,1.5,km,9.4,2 adult,33m˝,"567,000"
IRIS Hotel H?i Phïng,Hai Phong,3.2,km,8.9,2 adult,null,"580,000"
HD 141 Vinhomes Marina 3 phïng ng?,Hai Phong,4.1,km,null,2 adult,null,"1,280,000"
Phïng ngh? gi† r?,Hai Phong,40.2,km,10,2 adult,null,"400,000"
Trang Thanh Luxury Apartment,Hai Phong,1.2,km,9.1,2 adult,60m˝,"837,900"
Ray House,Hai Phong,2.7,km,8,2 adult,null,"1,400,000"
V A Motel,Hai Phong,3.9,km,7.2,2 adult,null,"250,000"
MOMIZI Hotel HAI PHONG,Hai Phong,3.6,km,7.9,2 adult,null,"1,445,000"
Mai Ve Motel,Hai Phong,5.9,km,7,2 adult,null,"250,000"
Cat ba Paradise hotel,Hai Phong,40.5,km,7.4,2 adult,null,"1,410,750"
1986 Cafe & Stay,Hai Phong,0.8,km,8,2 adult,null,"990,000"
Lilyhomes Apartment T3,Hai Phong,4.2,km,null,2 adult,50m˝,"1,350,000"
Somerset Central TD Hai Phong City,Hai Phong,1.8,km,8.6,2 adult,45m˝,"2,079,000"
The One Hotel,Hai Phong,3,km,8.8,2 adult,null,"650,000"
The Tray Hotel,Hai Phong,1,km,8.4,2 adult,null,"2,262,622"
Meli† Vinpearl Hai Phong Rivera,Hai Phong,2.2,km,8.4,2 adult,null,"1,825,486"
The Flamboyant #StayWork Vinhomes Imperia,Hai Phong,2.2,km,9.3,2 adult,25m˝,"1,000,000"
M?p Homestay,Hai Phong,2.5,km,10,2 adult,null,"800,000"
Hoang Hai Hotel,Hai Phong,300,m,7.8,2 adult,null,"837,250"
?çnh V? 3,Hai Phong,3.1,km,7.3,2 adult,null,"380,000"
Lee Apartment & Hotel,Hai Phong,2.6,km,9.1,2 adult,35m˝,"650,000"
Manoir Des Arts Hotel,Hai Phong,0.6,km,8.6,2 adult,null,"1,587,600"
Punt Hotel,Hai Phong,2.1,km,8.7,2 adult,null,"645,000"
Roygent Parks Hai Phong,Hai Phong,3.6,km,8,2 adult,77m˝,"3,670,321"
C?a Bi?n Homestay,Hai Phong,3.8,km,9.8,2 adult,null,"552,500"
DT Hotel Hai Phong,Hai Phong,2.1,km,9,2 adult,null,"435,000"
The Flamboyant #StayWork Vinhomes Marina,Hai Phong,4,km,8.2,2 adult,30m˝,"623,333"
Angel homestay,Hai Phong,2.5,km,9,2 adult,null,"900,000"
Royal Hotel,Hai Phong,4,km,7.8,2 adult,null,"495,000"
Three bedrooms Apt in SHP plaza 2106 - 12 Lach Tray street,Hai Phong,0.8,km,9,2 adult,null,"1,360,000"
Hotel The Quin,Hai Phong,1.5,km,8,2 adult,null,"432,000"
Tay Dai Duong Guesthouse,Hai Phong,1.1,km,7.4,2 adult,null,"340,000"
HM Hotel& Apartment,Hai Phong,3.6,km,8.5,2 adult,null,"550,000"
Indochine Lilyhome T4,Hai Phong,4.2,km,null,2 adult,60m˝,"1,200,000"
The Opera Hotel H?i Phïng,Hai Phong,0.6,km,7.5,2 adult,null,"765,000"
??I TH?NH PH?C,Hai Phong,5,km,8.1,2 adult,null,"540,000"
HOTEL Blue Rose,Hai Phong,3.2,km,8.4,2 adult,null,"600,000"
Tr??ng Sinh Hotel,Hai Phong,2.8,km,8.7,2 adult,null,"650,000"
PHAM. Hotel & Views,Hai Phong,30,m,8.9,2 adult,null,"595,000"
Dzu Homestay 2,Hai Phong,2.2,km,null,2 adult,null,"1,180,000"
HAPPY GUEST HOUSE,Hai Phong,1.2,km,9.1,2 adult,null,"399,000"
Kim Hotel and Apartment,Hai Phong,8.8,km,9,2 adult,null,"855,000"
Thien Anh Hotel,Hai Phong,250,m,8.4,2 adult,null,"550,000"
Eujin Village,Hai Phong,11.1,km,null,2 adult,45m˝,"1,430,000"
Tan An Palace,Hai Phong,2.8,km,7.2,2 adult,29m˝,"950,000"
Lotus Hotel & Apartment,Hai Phong,2,km,8.3,2 adult,null,"1,050,000"
Dzu Homestay,Hai Phong,1.3,km,8.9,2 adult,null,"420,000"
Chu?i c?n h? Merci Apartment & Homestay - Vinhomes Marina Hai Phong,Hai Phong,4.1,km,9.1,2 adult,28m˝,"470,000"
Flamingo Lan Ha Bay Resort,Hai Phong,41.5,km,6.5,2 adult,null,"3,240,000"
Legend House,Hai Phong,4,km,10,2 adult,30m˝,"990,000"
ZEN RIVERSIDE HOTEL & RESIDENCES,Hai Phong,4.4,km,8.3,2 adult,36m˝,"1,140,000"
Pearl River Hotel,Hai Phong,4.6,km,8.4,2 adult,null,"1,550,000"
Hotel Nikko Hai Phong,Hai Phong,3.7,km,8.9,2 adult,null,"2,217,600"
Avani Hai Phong Harbour View Hotel,Hai Phong,1.1,km,8.6,2 adult,null,"1,606,649"
Dzu Homestay 2,Hai Phong,2.2,km,null,2 adult,null,"1,180,000"
Lilyhomes Apartment T3,Hai Phong,4.2,km,null,2 adult,50m˝,"1,350,000"
M?p Homestay,Hai Phong,2.5,km,10,2 adult,null,"800,000"
Lucky Homestay,Hai Phong,2.6,km,null,2 adult,null,"544,000"
Hoang Huy Grand Tower,Hai Phong,2.5,km,null,2 adult,60m˝,"1,100,000"
HAPPY HOMESTAY,Hai Phong,0.6,km,9.6,2 adult,20m˝,"650,000"
Chu?i c?n h? Merci Apartment & Homestay - Hoang Huy Grand Tower HP,Hai Phong,2.3,km,9,2 adult,70m˝,"800,000"
Hungsen Homestay,Hai Phong,40.2,km,null,2 adult,null,"382,500"
Ray Studio,Hai Phong,1.3,km,7,2 adult,null,"2,500,000"
Homestay Ms. Hoa,Hai Phong,0.5,km,null,2 adult,null,"300,000"
Chu?i c?n h? Merci Apartment & Homestay - Vinhomes Imperia Hai Phong,Hai Phong,2.2,km,8.4,2 adult,28m˝,"500,000"
HD 141 Vinhomes Marina 2 phïng ng?,Hai Phong,4.1,km,null,2 adult,null,"1,062,500"
PH Hotel & Apartment,Hai Phong,350,m,9.3,2 adult,32m˝,"1,100,250"
LAD homestay H?i Phïng - Ph? K? ??ng,Hai Phong,350,m,null,2 adult,45m˝,"471,200"
VinHomes Imperia H?i Phïng,Hai Phong,2.2,km,7,2 adult,35m˝,"600,000"
Song Kim Hotel,Hai Phong,3.7,km,9.4,2 adult,null,"455,000"
Novatel Hotel & Apartment,Hai Phong,3.1,km,8.8,2 adult,20m˝,"576,000"
Mercure Hai Phong,Hai Phong,0.8,km,8.2,2 adult,null,"1,309,000"
Sheraton Hai Phong,Hai Phong,2.2,km,8.6,2 adult,null,"2,365,000"
C?n h? 2 ng? SAKURA,Hai Phong,3.2,km,null,2 adult,55m˝,"1,200,000"
Cozi Hotel,Hai Phong,1.7,km,6.8,2 adult,null,"490,000"
NhÖ Ngh? H?ng Th?m,Hai Phong,39.6,km,null,2 adult,null,"191,250"
