address,distance,distance_type,rating,capaciity,area,price
Danang,12.4,km,8.2,1 ,85,"1,748,000"
"Bac My An Beach, Danang",3.9,km,9.3,1 ,45,"801,970"
"Non Nuoc Beach, Danang",12.3,km,null,1 ,40,"6,500,000"
"My Khe Beach, Danang",2.8,km,9.1,1 ,140,"2,065,500"
"My Khe Beach, Danang",3.4,km,null,1 ,65,"1,800,000"
"My Khe Beach, Danang",2.5,km,null,1 ,null,"500,000"
"My Khe Beach, Danang",3.6,km,null,1 ,240,"1,093,500"
"My Khe Beach, Danang",2.7,km,null,1 ,150,"5,652,500"
Danang,12.4,km,7.9,1 ,85,"1,496,250"
"Bac My An Beach, Danang",4.3,km,null,1 ,400,"10,449,000"
"My Khe Beach, Danang",2.5,km,null,1 ,null,"550,000"
"Bac My An Beach, Danang",3.7,km,8.5,1 ,null,"1,769,880"
"Bac My An Beach, Danang",4.5,km,10,1 ,20,"3,000,000"
"Bac My An Beach, Danang",5,km,8.6,1 ,400,"11,337,662"
"My Khe Beach, Danang",3.4,km,null,1 ,null,"1,105,000"
Danang,11.6,km,null,1 ,300,"5,250,000"
"Da Nang City Center, Danang",3.3,km,1,1 ,75,"720,000"
"Non Nuoc Beach, Danang",10,km,null,1 ,105,"4,500,000"
"My Khe Beach, Danang",3.1,km,null,1 ,null,"585,000"
"My Khe Beach, Danang",3.2,km,null,1 ,500,"2,480,000"
"My Khe Beach, Danang",3,km,8.4,1 ,null,"1,300,000"
"Marble Mountain, Danang",5.1,km,8,1 ,40,"1,552,500"
"My Khe Beach, Danang",3,km,null,1 ,320,"4,000,000"
"Da Nang City Center, Danang",2.6,km,6.8,1 ,null,"1,530,000"
"Marble Mountain, Danang",4.9,km,5,1 ,200,"3,185,000"
"Non Nuoc Beach, Danang",11.6,km,6,1 ,400,"5,500,000"
"Non Nuoc Beach, Danang",12,km,null,1 ,000,"28,000,000"
"My Khe Beach, Danang",2.6,km,7.8,1 ,null,"283,500"
"Bac My An Beach, Danang",4.6,km,null,1 ,330,"12,000,000"
"My Khe Beach, Danang",2.9,km,null,1 ,100,"3,150,000"
"Non Nuoc Beach, Danang",12.3,km,null,1 ,000,"34,250,000"
"Han River, Danang",2.5,km,1,1 ,134,"1,152,000"
"My Khe Beach, Danang",3.1,km,null,1 ,180,"1,550,000"
Danang,15.2,km,10,1 ,null,"792,000"
"My Khe Beach, Danang",2.5,km,7.9,1 ,null,"227,588"
"Han River, Danang",0.5,km,9.6,1 ,48,"1,003,500"
"My Khe Beach, Danang",2.8,km,10,1 ,700,"16,129,032"
Danang,14.4,km,null,1 ,null,"1,800,000"
"My Khe Beach, Danang",3.4,km,null,1 ,65,"1,100,000"
"My Khe Beach, Danang",3.6,km,9.7,1 ,40,"800,000"
"Han River, Danang",3.4,km,null,1 ,60,"780,000"
"Bac My An Beach, Danang",3.7,km,null,1 ,null,"324,000"
"Bac My An Beach, Danang",5,km,10,1 ,400,"13,297,577"
"My Khe Beach, Danang",2.7,km,null,1 ,null,"4,500,000"
"My Khe Beach, Danang",3.8,km,4.5,1 ,55,"495,720"
"Bac My An Beach, Danang",5,km,8.8,1 ,430,"8,000,000"
"My Khe Beach, Danang",3.4,km,7,1 ,70,"1,200,000"
Danang,4,km,7.6,1 ,580,"9,702,000"
"My Khe Beach, Danang",3.4,km,8.7,1 ,50,"799,200"
"My Khe Beach, Danang",2.5,km,null,1 ,null,"500,000"
"My Khe Beach, Danang",3.4,km,6,1 ,60,"1,200,000"
"My Khe Beach, Danang",3.4,km,9,1 ,60,"1,300,000"
"Da Nang Bay, Danang",1.7,km,null,1 ,650,"3,600,000"
"My Khe Beach, Danang",3.4,km,8.5,1 ,52,"850,000"
"My Khe Beach, Danang",3.6,km,8.2,1 ,150,"558,600"
"Non Nuoc Beach, Danang",7.8,km,10,1 ,78,"13,723,249"
"My Khe Beach, Danang",3.4,km,8.3,1 ,68,"1,199,000"
"Han River, Danang",1.6,km,9.4,1 ,50,"382,500"
"Bac My An Beach, Danang",5.7,km,null,1 ,515,"10,534,091"
"My Khe Beach, Danang",2.7,km,10,1 ,700,"17,921,147"
"My Khe Beach, Danang",3.4,km,null,1 ,68,"1,078,200"
"Non Nuoc Beach, Danang",12.4,km,null,1 ,980,"17,550,000"
"My Khe Beach, Danang",2.3,km,9,1 ,null,"540,000"
"Bac My An Beach, Danang",3.3,km,9.1,1 ,50,"769,774"
"My Khe Beach, Danang",3.4,km,null,1 ,null,"720,000"
Danang,15.3,km,null,1 ,null,"1,080,000"
"Da Nang Bay, Danang",1.3,km,null,1 ,63,"1,200,000"
"Da Nang City Center, Danang",3.6,km,10,1 ,null,"539,100"
"My Khe Beach, Danang",3,km,9.2,1 ,35,"540,000"
"Non Nuoc Beach, Danang",11.8,km,null,1 ,70,"2,500,000"
"Da Nang City Center, Danang",0.6,km,8.2,1 ,null,"1,100,000"
"My Khe Beach, Danang",2.6,km,8.4,1 ,null,"550,000"
"Da Nang Bay, Danang",8.4,km,9.3,1 ,45,"1,937,500"
"My Khe Beach, Danang",3.4,km,null,1 ,null,"1,040,000"
"My Khe Beach, Danang",2.7,km,10,1 ,78,"2,422,500"
Danang,3.3,km,null,1 ,45,"480,000"
"My Khe Beach, Danang",3.4,km,7.3,1 ,70,"855,000"
"Han River, Danang",3.8,km,null,1 ,null,"650,000"
"My Khe Beach, Danang",3.4,km,null,1 ,null,"1,120,000"
"My Khe Beach, Danang",2.8,km,9.3,1 ,35,"1,177,000"
"My Khe Beach, Danang",3.4,km,null,1 ,68,"390,000"
"Bac My An Beach, Danang",3.7,km,8.4,1 ,null,"617,500"
"My Khe Beach, Danang",3.4,km,null,1 ,null,"1,360,000"
"My Khe Beach, Danang",2.3,km,8.3,1 ,null,"360,000"
"My Khe Beach, Danang",3.4,km,7.5,1 ,65,"1,600,000"
"Non Nuoc Beach, Danang",12.3,km,null,1 ,416,"5,946,703"
"My Khe Beach, Danang",3.4,km,7.9,1 ,null,"585,000"
"Da Nang City Center, Danang",200,m,7.6,1 ,null,"540,000"
"Bac My An Beach, Danang",3.6,km,8.3,1 ,null,"405,000"
"Da Nang Bay, Danang",1,km,null,1 ,63,"1,045,000"
Danang,9,km,9.2,1 ,null,"437,500"
"My Khe Beach, Danang",3.4,km,null,1 ,66,"1,400,000"
"Tho Quang Beach, Danang",4.3,km,null,1 ,null,"305,100"
"Non Nuoc Beach, Danang",9.9,km,null,1 ,null,"480,000"
Danang,2.3,km,8.7,1 ,30,"648,000"
"My Khe Beach, Danang",2.6,km,7.5,1 ,null,"540,000"
"My Khe Beach, Danang",2.8,km,null,1 ,50,"482,400"
"Tho Quang Beach, Danang",4.2,km,null,1 ,null,"810,900"
"Bac My An Beach, Danang",4.6,km,8,1 ,50,"520,000"
"Non Nuoc Beach, Danang",10,km,7.5,1 ,600,"6,750,000"
"My Khe Beach, Danang",2.5,km,9,1 ,null,"525,525"
"My Khe Beach, Danang",3.4,km,null,1 ,69,"1,789,000"
"Han River, Danang",3.9,km,8.4,1 ,32,"586,625"
"My Khe Beach, Danang",3.4,km,10,1 ,50,"720,000"
"My Khe Beach, Danang",3.3,km,8.7,1 ,null,"540,000"
"My Khe Beach, Danang",4,km,null,1 ,null,"350,000"
"My Khe Beach, Danang",2.4,km,8.8,1 ,null,"270,000"
Danang,2.1,km,9.1,1 ,20,"467,500"
"Han River, Danang",1.6,km,9.5,1 ,null,"337,500"
"My Khe Beach, Danang",3.2,km,9.4,1 ,40,"831,060"
"Bac My An Beach, Danang",3.9,km,9.3,1 ,null,"567,000"
"My Khe Beach, Danang",2.9,km,null,1 ,102,"1,296,000"
"My Khe Beach, Danang",2.7,km,8.3,1 ,null,"522,000"
"My Khe Beach, Danang",3.1,km,10,1 ,null,"360,000"
"My Khe Beach, Danang",2.6,km,6.6,1 ,null,"540,000"
"Bac My An Beach, Danang",5,km,null,1 ,450,"6,500,000"
"Bac My An Beach, Danang",5,km,5,1 ,400,"9,000,000"
"My Khe Beach, Danang",3.3,km,null,1 ,null,"315,000"
"Bac My An Beach, Danang",4.3,km,8.7,1 ,null,"1,575,000"
"My Khe Beach, Danang",3.4,km,10,1 ,null,"807,500"
"My Khe Beach, Danang",2.6,km,9.1,1 ,30,"559,000"
"My Khe Beach, Danang",3.4,km,null,1 ,52,"850,000"
"My Khe Beach, Danang",2.7,km,9,1 ,50,"540,000"
"My Khe Beach, Danang",3.3,km,9.5,1 ,35,"300,000"
Danang,3.3,km,null,1 ,480,"2,200,000"
"My Khe Beach, Danang",2.6,km,null,1 ,null,"250,000"
"My Khe Beach, Danang",3,km,null,1 ,55,"1,975,050"
"My Khe Beach, Danang",2.2,km,9.4,1 ,null,"401,850"
"My Khe Beach, Danang",1.9,km,8.8,1 ,null,"1,400,000"
"Han River, Danang",1.4,km,9.6,1 ,null,"480,000"
"Son Tra Peninsula, Danang",7.7,km,9.5,1 ,null,"600,000"
"My Khe Beach, Danang",2.7,km,7.9,1 ,null,"940,500"
"Da Nang Bay, Danang",1.6,km,8.2,1 ,null,"333,200"
"Non Nuoc Beach, Danang",12.3,km,null,1 ,500,"7,628,750"
"Da Nang City Center, Danang",0.7,km,null,1 ,null,"441,000"
"My Khe Beach, Danang",2.6,km,6.5,1 ,35,"1,125,000"
"My Khe Beach, Danang",3.6,km,9.7,1 ,150,"651,700"
"Da Nang Bay, Danang",2,km,7.9,1 ,null,"338,200"
"My Khe Beach, Danang",2.6,km,8.3,1 ,null,"350,000"
"My Khe Beach, Danang",3.3,km,8.4,1 ,null,"1,300,000"
"My Khe Beach, Danang",2.6,km,9.4,1 ,27,"429,300"
Danang,2.3,km,8.4,1 ,38,"400,000"
"Bac My An Beach, Danang",3.7,km,7.4,1 ,null,"500,000"
"Marble Mountain, Danang",4.9,km,10,1 ,300,"4,657,500"
"Non Nuoc Beach, Danang",12.2,km,8.3,1 ,390,"4,968,000"
"My Khe Beach, Danang",3.4,km,7.7,1 ,70,"1,500,000"
"Da Nang City Center, Danang",1.1,km,9,1 ,25,"526,500"
"Marble Mountain, Danang",6.2,km,null,1 ,300,"22,500,000"
"Han River, Danang",3.1,km,9.5,1 ,null,"346,275"
"My Khe Beach, Danang",2.7,km,8.5,1 ,null,"600,000"
"My Khe Beach, Danang",2.7,km,7.9,1 ,null,"740,000"
"Marble Mountain, Danang",11,km,7.8,1 ,270,"4,264,313"
"My Khe Beach, Danang",3.1,km,9,1 ,515,"11,830,107"
"Han River, Danang",2.3,km,7.8,1 ,null,"414,000"
"My Khe Beach, Danang",2.1,km,8.3,1 ,null,"437,400"
"Da Nang Bay, Danang",1.3,km,8.3,1 ,null,"920,000"
Danang,8.2,km,4,1 ,null,"201,128"
"My Khe Beach, Danang",2.7,km,10,1 ,70,"1,757,500"
"My Khe Beach, Danang",3.4,km,8.9,1 ,68,"1,140,000"
"My Khe Beach, Danang",1.5,km,null,1 ,25,"600,000"
"Bac My An Beach, Danang",4.4,km,7.5,1 ,null,"164,588"
"My Khe Beach, Danang",2.7,km,6.8,1 ,null,"1,400,000"
"Han River, Danang",0.8,km,7.9,1 ,null,"840,000"
"Bac My An Beach, Danang",3.7,km,10,1 ,null,"550,000"
"Han River, Danang",1.7,km,8.4,1 ,null,"1,680,000"
"Bac My An Beach, Danang",4.6,km,9.5,1 ,140,"3,325,000"
"My Khe Beach, Danang",2.5,km,9.2,1 ,800,"8,900,000"
"Bac My An Beach, Danang",3.8,km,null,1 ,35,"392,040"
"Bac My An Beach, Danang",3.7,km,null,1 ,null,"405,000"
"My Khe Beach, Danang",3,km,9.2,1 ,null,"250,000"
"My Khe Beach, Danang",3.2,km,8,1 ,300,"3,184,776"
"Da Nang City Center, Danang",0.5,km,6.9,1 ,null,"360,000"
"My Khe Beach, Danang",2.6,km,7.7,1 ,null,"230,400"
"Bac My An Beach, Danang",4.9,km,null,1 ,330,"15,050,000"
"Da Nang City Center, Danang",300,m,8.7,1 ,32,"518,760"
"Han River, Danang",1.6,km,9.5,1 ,null,"338,400"
"Da Nang City Center, Danang",1,km,8,1 ,null,"350,000"
Danang,5.5,km,6.5,1 ,null,"250,000"
"My Khe Beach, Danang",2.7,km,9.5,1 ,null,"910,000"
"My Khe Beach, Danang",3.4,km,7.7,1 ,75,"1,100,000"
"Da Nang City Center, Danang",2.1,km,7.9,1 ,null,"490,000"
"My Khe Beach, Danang",2.3,km,9.1,1 ,40,"450,000"
"Da Nang City Center, Danang",1.1,km,9.7,1 ,38,"1,120,000"
"My Khe Beach, Danang",2.5,km,8.8,1 ,null,"1,278,000"
Danang,5.6,km,6.1,1 ,null,"220,000"
"My Khe Beach, Danang",2.6,km,8.6,1 ,null,"300,000"
"My Khe Beach, Danang",3,km,7.6,1 ,null,"260,000"
"Da Nang City Center, Danang",2,km,6,1 ,null,"450,000"
"Han River, Danang",1.3,km,9.8,1 ,32,"598,000"
"My Khe Beach, Danang",3.1,km,7.2,1 ,null,"1,075,250"
"My Khe Beach, Danang",2.9,km,9.3,1 ,28,"900,000"
"My Khe Beach, Danang",3.4,km,null,1 ,null,"880,000"
"My Khe Beach, Danang",2.6,km,8.4,1 ,27,"560,000"
"My Khe Beach, Danang",2.6,km,9,1 ,null,"576,833"
"Han River, Danang",2,km,8.6,1 ,null,"598,500"
"Bac My An Beach, Danang",3.8,km,8.4,1 ,null,"800,000"
"Han River, Danang",0.6,km,5.9,1 ,null,"821,750"
Danang,4.1,km,6.5,1 ,null,"145,000"
"Bac My An Beach, Danang",3.7,km,null,1 ,null,"316,800"
"Non Nuoc Beach, Danang",8,km,8.8,1 ,626,"20,016,457"
"My Khe Beach, Danang",1.8,km,8.1,1 ,null,"250,000"
"My Khe Beach, Danang",2.4,km,8.2,1 ,null,"180,000"
"My Khe Beach, Danang",2.1,km,9.1,1 ,null,"1,107,000"
"My Khe Beach, Danang",1.7,km,8,1 ,null,"500,000"
"Da Nang Bay, Danang",3.7,km,6,1 ,null,"179,304"
"My Khe Beach, Danang",2.8,km,8.9,1 ,null,"2,214,000"
"Da Nang City Center, Danang",1.3,km,9.3,1 ,150,"2,374,050"
"My Khe Beach, Danang",2.9,km,8.9,1 ,32,"350,000"
"My Khe Beach, Danang",1.9,km,1.7,1 ,null,"350,000"
"My Khe Beach, Danang",1.6,km,8.5,1 ,45,"825,000"
Danang,4.6,km,9.4,1 ,null,"320,000"
"My Khe Beach, Danang",3.3,km,8.6,1 ,70,"1,400,000"
"My Khe Beach, Danang",2.7,km,8.9,1 ,null,"437,400"
"My Khe Beach, Danang",2.8,km,5.9,1 ,null,"734,580"
"My Khe Beach, Danang",2.2,km,null,1 ,null,"449,590"
"Non Nuoc Beach, Danang",11.7,km,8,1 ,434,"6,629,111"
"Bac My An Beach, Danang",3.7,km,8,1 ,null,"406,350"
"My Khe Beach, Danang",2.7,km,8.3,1 ,null,"833,850"
"Han River, Danang",3.3,km,7.3,1 ,null,"310,000"
"Bac My An Beach, Danang",4.9,km,null,1 ,352,"14,400,000"
"Han River, Danang",1.4,km,8.5,1 ,null,"315,000"
"My Khe Beach, Danang",3,km,null,1 ,50,"405,000"
"My Khe Beach, Danang",3.4,km,9.5,1 ,70,"1,000,000"
"My Khe Beach, Danang",3.7,km,8.9,1 ,null,"2,040,000"
"My Khe Beach, Danang",1.5,km,null,1 ,350,"3,825,000"
"Da Nang Bay, Danang",0.7,km,null,1 ,16,"980,000"
"Da Nang Bay, Danang",8.1,km,8.3,1 ,null,"304,500"
"My Khe Beach, Danang",2.1,km,9.3,1 ,38,"639,000"
"Han River, Danang",1.6,km,9.6,1 ,null,"497,250"
"My Khe Beach, Danang",1.9,km,7.1,1 ,30,"404,950"
"My Khe Beach, Danang",3.4,km,null,1 ,62,"1,125,000"
"My Khe Beach, Danang",2.7,km,8.7,1 ,null,"960,000"
"My Khe Beach, Danang",2,km,8.5,1 ,null,"1,402,500"
"My Khe Beach, Danang",2,km,7.6,1 ,null,"230,000"
"Han River, Danang",1.3,km,7.1,1 ,null,"315,000"
"Non Nuoc Beach, Danang",12.3,km,8.6,1 ,333,"7,431,944"
"Bac My An Beach, Danang",3.7,km,8.8,1 ,null,"648,000"
"My Khe Beach, Danang",3,km,9.3,1 ,101,"2,500,000"
"My Khe Beach, Danang",3.4,km,null,1 ,60,"1,100,000"
"My Khe Beach, Danang",3.4,km,null,1 ,50,"1,000,000"
"Da Nang City Center, Danang",1.7,km,9.8,1 ,210,"1,403,415"
"Da Nang City Center, Danang",2.2,km,8.9,1 ,null,"647,500"
"My Khe Beach, Danang",2.5,km,9.4,1 ,null,"675,450"
"Bac My An Beach, Danang",4,km,null,1 ,100,"2,160,000"
"My Khe Beach, Danang",1.9,km,null,1 ,null,"1,300,000"
"My Khe Beach, Danang",2.6,km,9.1,1 ,null,"307,800"
"Da Nang City Center, Danang",1.8,km,9,1 ,null,"690,000"
"My Khe Beach, Danang",3.4,km,8.2,1 ,60,"1,665,000"
"My Khe Beach, Danang",2.5,km,8.9,1 ,null,"606,666"
"Non Nuoc Beach, Danang",10,km,null,1 ,700,"7,500,000"
"My Khe Beach, Danang",2.9,km,9.5,1 ,28,"407,550"
"Han River, Danang",0.6,km,7.9,1 ,35,"1,000,000"
Danang,3.6,km,7.9,1 ,null,"471,105"
"Han River, Danang",0.6,km,8.3,1 ,null,"578,000"
"My Khe Beach, Danang",2.6,km,8.9,1 ,null,"432,000"
"My Khe Beach, Danang",2.6,km,8.6,1 ,null,"396,000"
"My Khe Beach, Danang",3,km,null,1 ,null,"2,500,000"
"My Khe Beach, Danang",3.4,km,10,1 ,67,"1,100,000"
"My Khe Beach, Danang",3.4,km,6.8,1 ,70,"1,233,100"
"Da Nang Bay, Danang",1.9,km,8.3,1 ,null,"341,088"
"Bac My An Beach, Danang",4.1,km,6.6,1 ,35,"668,250"
"My Khe Beach, Danang",3.1,km,8.1,1 ,null,"2,025,000"
"My Khe Beach, Danang",2.9,km,9.3,1 ,null,"570,000"
"My Khe Beach, Danang",2,km,8.4,1 ,null,"245,000"
"Bac My An Beach, Danang",4.9,km,6.7,1 ,515,"11,128,296"
"My Khe Beach, Danang",3.3,km,8.3,1 ,null,"1,575,000"
"My Khe Beach, Danang",2.4,km,null,1 ,85,"2,000,000"
"Han River, Danang",1.4,km,8.8,1 ,null,"343,570"
"Non Nuoc Beach, Danang",12.2,km,9.2,1 ,250,"6,434,033"
"Bac My An Beach, Danang",3.8,km,8.7,1 ,null,"620,000"
"My Khe Beach, Danang",3.1,km,7.8,1 ,null,"665,000"
"My Khe Beach, Danang",3.1,km,8.9,1 ,null,"333,000"
"My Khe Beach, Danang",3.2,km,8.7,1 ,null,"504,000"
"My Khe Beach, Danang",3.4,km,8.6,1 ,null,"270,270"
"Da Nang City Center, Danang",0.6,km,6.9,1 ,null,"300,000"
"My Khe Beach, Danang",3.3,km,9.1,1 ,null,"911,600"
"Non Nuoc Beach, Danang",12.1,km,5,1 ,70,"3,000,000"
"My Khe Beach, Danang",3.5,km,9,1 ,36,"899,999"
"My Khe Beach, Danang",2,km,9.3,1 ,21,"870,000"
"Bac My An Beach, Danang",4.8,km,7.8,1 ,330,"9,689,220"
"My Khe Beach, Danang",2.8,km,10,1 ,000,"26,881,720"
"My Khe Beach, Danang",3,km,9.4,1 ,30,"470,000"
"Da Nang City Center, Danang",0.8,km,8.8,1 ,null,"402,325"
"Bac My An Beach, Danang",4.2,km,9,1 ,null,"452,466"
"My Khe Beach, Danang",3.4,km,8.8,1 ,null,"299,000"
"Bac My An Beach, Danang",3.7,km,9.4,1 ,null,"332,848"
"Da Nang City Center, Danang",350,m,6.6,1 ,null,"500,000"
"Han River, Danang",1.1,km,8.3,1 ,54,"18,000,000"
Danang,3.7,km,8,1 ,null,"309,825"
"My Khe Beach, Danang",3.6,km,8.6,1 ,null,"344,450"
"Bac My An Beach, Danang",3.4,km,null,1 ,50,"945,000"
"Bac My An Beach, Danang",3.7,km,9,1 ,null,"324,000"
"Han River, Danang",0.8,km,8.4,1 ,null,"469,000"
"Han River, Danang",1.7,km,8.7,1 ,null,"332,500"
"Bac My An Beach, Danang",3.8,km,9,1 ,null,"300,600"
"My Khe Beach, Danang",2.7,km,8.8,1 ,null,"390,000"
"My Khe Beach, Danang",3.3,km,9,1 ,450,"2,945,000"
"Han River, Danang",1.7,km,9.1,1 ,null,"450,000"
"Han River, Danang",0.5,km,8.2,1 ,null,"892,500"
"My Khe Beach, Danang",3,km,null,1 ,null,"2,500,000"
"My Khe Beach, Danang",3.9,km,9.4,1 ,45,"1,330,000"
"My Khe Beach, Danang",1.8,km,8.5,1 ,null,"350,000"
"Bac My An Beach, Danang",3.4,km,7.9,1 ,null,"406,000"
"My Khe Beach, Danang",2.6,km,8.6,1 ,null,"553,014"
"My Khe Beach, Danang",2.6,km,9.1,1 ,null,"750,000"
"Han River, Danang",0.5,km,5.7,1 ,null,"504,000"
"Da Nang City Center, Danang",3.8,km,null,1 ,null,"900,000"
"Da Nang City Center, Danang",0.6,km,6,1 ,45,"749,700"
"My Khe Beach, Danang",3.3,km,null,1 ,80,"1,440,000"
"Marble Mountain, Danang",7.1,km,8.4,1 ,null,"500,000"
"My Khe Beach, Danang",3.3,km,8.4,1 ,null,"737,800"
"Han River, Danang",0.6,km,7.8,1 ,null,"355,366"
"Marble Mountain, Danang",7.1,km,9.1,1 ,null,"276,210"
Danang,13.1,km,8.6,1 ,38,"2,888,889"
"My Khe Beach, Danang",3.2,km,7.8,1 ,null,"439,200"
"My Khe Beach, Danang",2.7,km,10,1 ,25,"510,000"
"My Khe Beach, Danang",3.5,km,6,1 ,null,"400,000"
"My Khe Beach, Danang",3.4,km,null,1 ,null,"1,365,000"
"My Khe Beach, Danang",3.5,km,8.8,1 ,45,"785,175"
Danang,5.9,km,8.8,1 ,null,"316,667"
"My Khe Beach, Danang",2.9,km,8.7,1 ,null,"1,026,000"
"My Khe Beach, Danang",2.7,km,8.3,1 ,null,"385,000"
"My Khe Beach, Danang",2.7,km,10,1 ,null,"600,000"
"My Khe Beach, Danang",2,km,9.4,1 ,null,"256,500"
Danang,3,km,8.4,1 ,null,"569,288"
"My Khe Beach, Danang",3.3,km,9,1 ,null,"406,001"
"My Khe Beach, Danang",3.3,km,9.5,1 ,70,"1,080,000"
"My Khe Beach, Danang",3.4,km,8.9,1 ,null,"523,260"
"My Khe Beach, Danang",2.3,km,9.1,1 ,null,"371,982"
"My Khe Beach, Danang",1.7,km,8.6,1 ,null,"661,500"
"My Khe Beach, Danang",3.4,km,8.8,1 ,68,"1,330,000"
"Bac My An Beach, Danang",3.7,km,null,1 ,null,"291,600"
"Da Nang City Center, Danang",1.2,km,8.5,1 ,null,"103,275"
"My Khe Beach, Danang",3.3,km,8.4,1 ,null,"662,400"
"My Khe Beach, Danang",3.4,km,9,1 ,67,"1,170,000"
"My Khe Beach, Danang",2.6,km,9.4,1 ,null,"900,000"
Danang,2,km,7.8,1 ,null,"323,999"
"My Khe Beach, Danang",3.4,km,8,1 ,null,"807,500"
"My Khe Beach, Danang",2.5,km,8.2,1 ,null,"1,265,850"
"My Khe Beach, Danang",2.6,km,8.7,1 ,null,"315,000"
"Han River, Danang",500,m,9,1 ,null,"350,000"
"Da Nang City Center, Danang",3.3,km,null,1 ,null,"514,080"
"My Khe Beach, Danang",3.5,km,8.5,1 ,45,"1,459,000"
"My Khe Beach, Danang",2.3,km,9.2,1 ,null,"1,000,000"
"Bac My An Beach, Danang",3.9,km,9.1,1 ,null,"900,000"
"My Khe Beach, Danang",3.4,km,10,1 ,null,"1,000,000"
Danang,3.3,km,7.9,1 ,null,"345,000"
"My Khe Beach, Danang",3.2,km,9.3,1 ,null,"394,900"
"Da Nang Bay, Danang",1,km,null,1 ,200,"3,000,000"
"My Khe Beach, Danang",4.2,km,7.9,1 ,null,"1,600,000"
"My Khe Beach, Danang",2.6,km,null,1 ,null,"480,000"
"My Khe Beach, Danang",3.4,km,8.2,1 ,65,"726,750"
"Da Nang Bay, Danang",3.3,km,8.1,1 ,null,"272,916"
Danang,6.7,km,8.5,1 ,25,"282,150"
"My Khe Beach, Danang",2.5,km,9.4,1 ,25,"299,700"
"Bac My An Beach, Danang",3.7,km,8.3,1 ,null,"450,000"
"Da Nang City Center, Danang",2.9,km,8.8,1 ,null,"303,567"
"Da Nang City Center, Danang",1.2,km,9.3,1 ,25,"540,270"
"My Khe Beach, Danang",1.7,km,8.9,1 ,null,"375,000"
"Han River, Danang",1.3,km,10,1 ,null,"616,500"
"Han River, Danang",0.6,km,8.5,1 ,null,"500,000"
"My Khe Beach, Danang",3.5,km,8.6,1 ,null,"658,000"
"Non Nuoc Beach, Danang",9.8,km,8.9,1 ,370,"8,976,000"
"My Khe Beach, Danang",1.9,km,7.9,1 ,null,"425,250"
"My Khe Beach, Danang",2.9,km,8.7,1 ,null,"1,840,313"
"Bac My An Beach, Danang",3.8,km,8,1 ,null,"2,536,813"
"My Khe Beach, Danang",3.4,km,8.9,1 ,65,"901,692"
"Bac My An Beach, Danang",4.5,km,8.5,1 ,240,"8,494,791"
"Da Nang Bay, Danang",1.5,km,8.7,1 ,null,"442,890"
"Han River, Danang",1.1,km,8.8,1 ,null,"2,125,000"
"My Khe Beach, Danang",2,km,7.8,1 ,null,"621,590"
"Han River, Danang",3.6,km,9,1 ,null,"239,040"
"Tho Quang Beach, Danang",6.1,km,7.3,1 ,null,"160,000"
"Da Nang City Center, Danang",1.1,km,8,1 ,null,"512,550"
"My Khe Beach, Danang",2.8,km,9.8,1 ,75,"1,537,128"
"My Khe Beach, Danang",3.4,km,8.5,1 ,65,"1,500,000"
"My Khe Beach, Danang",2.7,km,8.6,1 ,30,"869,400"
"My Khe Beach, Danang",3.3,km,8.1,1 ,null,"384,750"
"Bac My An Beach, Danang",3.8,km,9,1 ,null,"537,030"
"Bac My An Beach, Danang",3.7,km,8.6,1 ,null,"400,000"
"Han River, Danang",0.6,km,9,1 ,null,"360,000"
"My Khe Beach, Danang",2.7,km,8.6,1 ,null,"373,464"
"My Khe Beach, Danang",1.7,km,null,1 ,null,"550,000"
Danang,3.4,km,null,1 ,30,"396,000"
"Han River, Danang",0.9,km,null,1 ,null,"4,885,650"
"My Khe Beach, Danang",2.7,km,8.4,1 ,null,"840,000"
"My Khe Beach, Danang",3.3,km,10,1 ,null,"350,000"
"Da Nang Bay, Danang",1.6,km,8.9,1 ,null,"1,500,000"
"My Khe Beach, Danang",3.4,km,8.3,1 ,null,"570,000"
"My Khe Beach, Danang",2.6,km,8.7,1 ,null,"271,350"
"My Khe Beach, Danang",3.5,km,8.8,1 ,null,"260,000"
"Han River, Danang",0.6,km,7.9,1 ,null,"378,000"
"Non Nuoc Beach, Danang",12.4,km,7,1 ,41,"7,584,882"
"Non Nuoc Beach, Danang",9.4,km,7.7,1 ,null,"4,837,950"
"Da Nang City Center, Danang",1.1,km,8.7,1 ,null,"1,148,000"
"Bac My An Beach, Danang",4.9,km,8.7,1 ,400,"11,048,360"
"Da Nang Bay, Danang",2,km,7.7,1 ,null,"990,000"
"My Khe Beach, Danang",3.4,km,8,1 ,60,"688,500"
"My Khe Beach, Danang",3.4,km,null,1 ,50,"850,000"
"Han River, Danang",2.8,km,9.4,1 ,null,"324,000"
"Han River, Danang",3.1,km,10,1 ,24,"506,000"
"My Khe Beach, Danang",2.4,km,9.2,1 ,40,"1,881,475"
"Tho Quang Beach, Danang",4.3,km,8.8,1 ,null,"269,100"
"My Khe Beach, Danang",3,km,9.5,1 ,null,"450,000"
"Han River, Danang",3.5,km,8,1 ,null,"464,940"
"My Khe Beach, Danang",2.7,km,8.2,1 ,null,"295,099"
"My Khe Beach, Danang",3.4,km,null,1 ,55,"1,080,000"
"Bac My An Beach, Danang",3.7,km,8.3,1 ,null,"406,350"
