hcm,hn,dn,dl,other,distance,rating,capacity,area,price
0,0,0,0,1,3800,8.8,2,null,1101600
0,0,0,0,1,11800,9.1,2,null,680000
0,0,0,0,1,20700,9.7,2,null,1099000
0,0,0,0,1,2500,5.5,2,null,380000
0,0,0,0,1,400,8.2,2,null,475997
0,0,0,0,1,450,8.2,2,null,400000
0,0,0,0,1,10100,9.9,2,null,810000
0,0,0,0,1,11900,7.4,2,null,336000
0,0,0,0,1,700,7.7,2,null,990000
0,0,0,0,1,1400,8.2,2,null,279000
0,0,0,0,1,9000,9.4,2,null,1200000
0,0,0,1,0,2900,8.2,1,null,1884960
0,0,0,1,0,1800,10,1,150,3385800
0,0,0,1,0,3400,2.7,1,null,2100000
0,0,0,1,0,1900,2.4,1,null,1425000
0,0,0,1,0,800,2.9,1,125,2500000
0,0,0,1,0,3000,5.5,1,56,2000000
0,0,0,1,0,1100,1.8,1,270,5000000
0,0,0,1,0,4700,9.1,1,400,3125500
0,0,0,1,0,500,8.6,1,40,2100000
0,0,0,1,0,1700,9,1,null,1680000
0,0,0,1,0,2500,1,1,500,4495500
0,0,0,1,0,3200,10,1,250,5100000
0,0,0,1,0,1400,9.4,1,140,1296000
0,0,0,1,0,1300,8,1,300,1404000
0,0,0,1,0,900,2.6,1,null,20000000
0,0,0,1,0,1300,6.7,1,null,1440000
0,0,0,1,0,300,10,1,100,4000000
0,0,0,1,0,3300,9.1,1,null,553824
0,0,0,1,0,2000,7.3,1,null,853943
0,0,0,1,0,3400,2.3,1,40,1530000
0,0,0,1,0,4000,8.3,1,30,3996000
0,0,0,1,0,1700,10,1,120,1008000
0,0,0,1,0,4300,9,1,null,763857
0,0,0,1,0,1200,2.4,1,null,1333800
0,0,0,1,0,1400,6,1,280,1960000
0,0,0,1,0,12600,6.9,1,120,2800000
0,0,0,1,0,1900,1,1,null,792000
0,0,0,1,0,1500,9,1,225,4500000
0,0,0,1,0,1800,10,1,120,1800000
0,0,0,1,0,1300,9.5,1,87,2700000
0,0,0,1,0,1200,6.7,1,null,1296000
0,0,0,1,0,1900,7.6,1,40,439200
0,0,0,1,0,1300,7.4,1,null,3500000
0,0,0,1,0,2500,8.4,1,150,1600000
0,0,0,1,0,800,8.7,1,null,1999999
0,0,0,1,0,1500,9.3,1,250,3000000
0,0,0,1,0,1700,3.5,1,null,2000000
0,0,0,1,0,2900,6.1,1,30,3960000
0,0,0,1,0,1000,8.1,1,null,840000
0,0,0,1,0,1600,4,1,300,3596400
0,0,0,1,0,2000,9,1,130,579600
0,0,0,1,0,450,4.2,1,null,270000
0,0,0,1,0,1400,3.5,1,90,1732500
0,0,0,1,0,1800,9.7,1,100,1154250
0,0,0,1,0,700,7.3,1,null,1392130
0,0,0,1,0,2900,5,1,null,3000000
0,0,0,1,0,350,8.1,1,null,405000
0,0,0,1,0,4100,6.6,1,null,6000000
0,0,0,1,0,1900,7.9,1,130,615600
0,0,0,1,0,10900,8,1,20,1610000
0,0,0,1,0,700,2.4,1,null,570000
0,0,0,1,0,1100,3.3,1,120,2240000
0,0,0,1,0,1900,7,1,null,1625000
0,0,0,1,0,1400,7,1,null,3200000
0,0,0,1,0,2100,9,1,null,748000
0,0,0,1,0,2300,1,1,null,2000000
0,0,0,1,0,2600,5.8,1,25,4195800
0,0,0,1,0,3500,8,1,null,3000000
0,0,0,1,0,1400,1,1,null,4050000
0,0,0,1,0,2200,7.2,1,null,355388
0,0,0,1,0,3100,10,1,null,1700000
0,0,0,1,0,1200,8.5,1,null,665000
0,0,0,1,0,1000,6.9,1,120,2800000
0,0,0,1,0,2100,7.8,1,130,735300
0,0,0,1,0,2700,4.2,1,225,3325000
0,0,0,1,0,300,8.6,1,101,2700000
0,0,0,1,0,1100,9,1,null,1323000
0,0,0,1,0,2100,9.5,1,null,252720
0,0,0,1,0,2100,5.4,1,null,4500000
0,0,0,1,0,2900,6.6,1,280,2600000
0,0,0,1,0,1700,6,1,null,1200000
0,0,0,1,0,1500,9.6,1,300,4275000
0,0,0,1,0,2100,10,1,null,2500000
0,0,0,1,0,250,9.5,1,70,1800000
0,0,0,1,0,2800,4.8,1,300,1040000
0,0,0,1,0,2000,7.2,1,25,3500000
0,0,0,1,0,1300,7.4,1,null,1620000
0,0,0,1,0,12200,1,1,300,4500000
0,0,0,1,0,700,9,1,null,559946
0,0,0,1,0,1800,9.2,1,null,1120000
0,0,0,1,0,1900,9.2,1,250,1100000
0,0,0,1,0,1500,4.5,1,300,1494000
0,0,0,1,0,1300,8.5,1,null,1200000
0,0,0,1,0,1100,8,1,160,1462500
0,0,0,1,0,2000,6.7,1,null,750000
0,0,0,1,0,2100,10,1,200,1350000
0,0,0,1,0,2000,9.5,1,35,500000
0,0,0,1,0,2800,9.5,1,null,540000
0,0,0,1,0,1200,9.7,1,null,1080000
0,0,0,1,0,1000,7.9,1,null,1400000
0,0,0,1,0,1400,4,1,null,2268000
0,0,0,1,0,700,3.9,1,null,1080000
0,0,0,1,0,3000,8,1,null,4200000
0,0,0,1,0,2700,2.5,1,30,768000
0,0,0,1,0,2900,9.1,1,null,300000
0,0,0,1,0,600,8.6,1,null,900000
0,0,0,1,0,1400,6.3,1,null,342000
0,0,0,1,0,2200,10,1,100,1656000
0,0,0,1,0,1700,8.2,1,18,1300000
0,0,0,1,0,1400,9.3,1,null,969000
0,0,0,1,0,3000,10,1,null,284525
0,0,0,1,0,1600,9,1,100,1674340
0,0,0,1,0,1800,9.2,1,null,1700000
0,0,0,1,0,1700,1.9,1,null,3500000
0,0,0,1,0,1400,8.8,1,400,2400000
0,0,0,1,0,4200,8.7,1,null,480000
0,0,0,1,0,1700,8.9,1,200,1008000
0,0,0,1,0,1000,9.3,1,null,350000
0,0,0,1,0,2500,5.8,1,null,1890000
0,0,0,1,0,900,8.1,1,null,270720
0,0,0,1,0,1400,10,1,null,450000
0,0,0,1,0,400,8.3,1,null,400000
0,0,0,1,0,300,7.6,1,null,650000
0,0,0,1,0,1600,10,1,40,552500
0,0,0,1,0,300,8.8,1,null,601400
0,0,0,1,0,1500,7.7,1,null,2000000
0,0,0,1,0,2100,7.6,1,null,1200000
0,0,0,1,0,2300,7.7,1,99,1599000
0,0,0,1,0,2300,10,1,null,750000
0,0,0,1,0,900,7.4,1,null,10000000
0,0,0,1,0,1100,8.7,1,100,1193400
0,0,0,1,0,3100,9.7,1,400,2550000
0,0,0,1,0,1300,6.4,1,null,610173
0,0,0,1,0,1400,6.8,1,null,411000
0,0,0,1,0,1900,2.3,1,null,352800
0,0,0,1,0,1300,8,1,null,270000
0,0,0,1,0,1600,10,1,60,1539000
0,0,0,1,0,1700,9,1,null,324000
0,0,0,1,0,1000,9.1,1,null,300000
0,0,0,1,0,2300,1,1,null,1170000
0,0,0,1,0,1200,5.2,1,null,1500000
0,0,0,1,0,2200,9.8,1,null,400000
0,0,0,1,0,450,7.9,1,null,550000
0,0,0,1,0,250,8.2,1,30,600000
0,0,0,1,0,2100,9.7,1,null,400000
0,0,0,1,0,8600,8,1,null,825000
0,0,0,1,0,1000,9.5,1,null,810000
0,0,0,1,0,350,8.4,1,25,1053000
0,0,0,1,0,4700,9.5,1,null,670000
0,0,0,1,0,1500,10,1,null,315000
0,0,0,1,0,800,5.3,1,null,509400
0,0,0,1,0,1400,4.5,1,null,680000
0,0,0,1,0,400,1.9,1,null,405406
0,0,0,1,0,3900,6.7,1,null,280000
0,0,0,1,0,700,8.7,1,null,297540
0,0,0,1,0,1000,8,1,null,315000
0,0,0,1,0,2600,8,1,null,315000
0,0,0,1,0,1400,5.7,1,60,900000
0,0,0,1,0,1500,8.5,1,null,5000000
0,0,0,1,0,1500,8.5,1,null,315000
0,0,0,1,0,8300,10,1,20,630000
0,0,0,1,0,1700,10,1,120,1200000
0,0,0,1,0,1300,9.2,1,25,360000
0,0,0,1,0,1400,9.1,1,null,250000
0,0,0,1,0,1300,10,1,40,1200000
0,0,0,1,0,2800,1,1,150,1000000
0,0,0,1,0,1900,6.8,1,null,4900000
0,0,0,1,0,2100,9.3,1,null,250000
0,0,0,1,0,2800,8.8,1,30,720000
0,0,0,1,0,500,7,1,null,370000
0,0,0,1,0,900,7.9,1,null,315000
0,0,0,1,0,900,2,1,null,19000000
0,0,0,1,0,9600,8.9,1,null,388800
0,0,0,1,0,900,8.8,1,null,200000
0,0,0,1,0,2100,8.2,1,null,384750
0,0,0,1,0,2000,10,1,null,350000
0,0,0,1,0,700,10,1,null,360000
0,0,0,1,0,3000,10,1,null,6500000
0,0,0,1,0,800,8,1,25,440000
0,0,0,1,0,350,7.8,1,null,400000
0,0,0,1,0,500,8.5,1,null,1200000
0,0,0,1,0,400,8.3,1,null,247500
0,0,0,1,0,1000,9.2,1,null,320000
0,0,0,1,0,800,9,1,null,360000
0,0,0,1,0,800,9.4,1,160,1750000
0,0,0,1,0,700,10,1,25,959000
0,0,0,1,0,700,9,1,null,1105000
0,0,0,1,0,900,6.9,1,null,1350000
0,0,0,1,0,800,8.5,1,null,343850
0,0,0,1,0,1000,8.5,1,null,300000
0,0,0,1,0,6400,8.2,1,null,3240000
0,0,0,1,0,1200,2.4,1,192,1440000
0,0,0,1,0,2100,9,1,130,1101600
0,0,0,1,0,6100,9.7,1,null,306000
0,0,0,1,0,500,8.8,1,80,1980000
0,0,0,1,0,700,8.3,1,null,850000
0,0,0,1,0,1500,7.8,1,null,3200000
0,0,0,1,0,1100,5,1,null,226799
0,0,0,1,0,1900,9.4,1,null,400000
0,0,0,1,0,1400,2.5,1,null,408240
0,0,0,1,0,1400,8.7,1,null,526500
0,0,0,1,0,600,6.6,1,null,191250
0,0,0,1,0,2800,9.5,1,null,420000
0,0,0,1,0,350,10,1,null,1237000
0,0,0,1,0,200,8.2,1,null,1115764
0,0,0,1,0,3000,7.4,1,null,4300000
0,0,0,1,0,1600,8,1,null,450000
0,0,0,1,0,1600,9.8,1,null,526902
0,0,0,1,0,1200,8.7,1,null,382500
0,0,0,1,0,5000,7,1,null,145530
0,0,0,1,0,400,7.2,1,null,1143675
0,0,0,1,0,2100,8.2,1,null,1035000
0,0,0,1,0,500,6.6,1,null,785220
0,0,0,1,0,1600,8.9,1,null,1026000
0,0,0,1,0,800,4.7,1,null,405000
0,0,0,1,0,350,8.5,1,null,314928
0,0,0,1,0,400,6.8,1,null,483072
0,0,0,1,0,2000,9.3,1,null,550000
0,0,0,1,0,1400,9.4,1,150,2142000
0,0,0,1,0,1400,8.9,1,null,425000
0,0,0,1,0,2800,8.5,1,null,390000
0,0,0,1,0,2000,8.6,1,130,850500
0,0,0,1,0,2300,9.1,1,52,990000
0,0,0,1,0,1000,6.9,1,null,284831
0,0,0,1,0,2300,8.7,1,50,1222222
0,0,0,1,0,600,8.3,1,150,600000
0,0,0,1,0,2200,9.7,1,null,313200
0,0,0,1,0,600,7.7,1,null,1140000
0,0,0,1,0,3100,9.5,1,null,1026000
0,0,0,1,0,2700,7.8,1,70,598500
0,0,0,1,0,900,8.8,1,null,1200000
0,0,0,1,0,350,9.4,1,null,400000
0,0,0,1,0,700,3.7,1,75,921600
0,0,0,1,0,800,9.5,1,null,315000
0,0,0,1,0,300,7.2,1,null,1176471
0,0,0,1,0,1300,10,1,300,1201200
0,0,0,1,0,6400,8.4,1,null,2036097
0,0,0,1,0,1900,8.7,1,500,3800000
0,0,0,1,0,1600,8.5,1,null,633334
0,0,0,1,0,1200,9,1,null,225000
0,0,0,1,0,1200,8,1,null,300000
0,0,0,1,0,900,8.3,1,20,700000
0,0,0,1,0,600,2.8,1,150,1824000
0,0,0,1,0,1500,9.1,1,null,1836000
0,0,0,1,0,700,8.2,1,null,225000
0,0,0,1,0,2800,8,1,400,4499999
0,0,0,1,0,2100,9,1,132,1102500
0,0,0,1,0,1500,7.5,1,null,668800
0,0,0,1,0,600,8.3,1,null,800000
0,0,0,1,0,700,8.1,1,null,400000
0,0,0,1,0,350,8.3,1,null,140000
0,0,0,1,0,3700,9.1,1,null,500000
0,0,0,1,0,1500,8.9,1,240,2850000
0,0,0,1,0,6400,7.7,1,null,1552500
0,0,0,1,0,4200,5.4,1,null,3900000
0,0,0,1,0,800,8.7,1,null,1095000
0,0,0,1,0,900,9.3,1,null,580125
0,0,0,1,0,400,8.4,1,null,220000
0,0,0,1,0,1600,8,1,33,1403000
0,0,0,1,0,2500,9.3,1,null,480000
0,0,0,1,0,1600,8.5,1,30,933333
0,0,0,1,0,500,5.5,1,null,376000
0,0,0,1,0,1000,9.2,1,null,500000
0,0,0,1,0,1600,8,1,null,250000
0,0,0,1,0,2200,10,1,25,1980000
0,0,0,1,0,2800,8.6,1,null,150000
0,0,0,1,0,700,3.7,1,null,278919
0,0,0,1,0,2200,9,1,null,409500
0,0,0,1,0,1800,8.5,1,null,650250
0,0,0,1,0,500,8.2,1,null,440000
0,0,0,1,0,3000,9,1,null,507471
0,0,0,1,0,10800,9.1,1,null,640800
0,0,0,1,0,2800,9.1,1,30,450000
0,0,0,1,0,2400,9,1,null,320760
0,0,0,1,0,1500,4.9,1,130,665720
0,0,0,1,0,800,8.6,1,null,542700
0,0,0,1,0,500,7.1,1,null,250000
0,0,0,1,0,600,7,1,null,315000
0,0,0,1,0,1200,9.8,1,null,643500
0,0,0,1,0,900,8.6,1,null,678580
0,0,0,1,0,5300,8.2,1,35,1606500
0,0,0,1,0,1300,8.8,1,null,500000
0,0,0,1,0,3900,9.1,1,null,720252
0,0,0,1,0,2200,7.8,1,null,1100000
0,0,0,1,0,600,8,1,null,391875
0,0,0,1,0,1100,9,1,null,279104
0,0,0,1,0,3000,8,1,null,1144000
0,0,0,1,0,2000,9.2,1,null,283500
0,0,0,1,0,1000,9.3,1,null,700000
0,0,0,1,0,1000,8.2,1,null,282052
0,0,0,1,0,10800,8.3,1,null,452200
0,0,0,1,0,1400,7.7,1,null,2450000
0,0,0,1,0,1900,9.3,1,null,801414
0,0,0,1,0,900,8.4,1,null,225000
0,0,0,1,0,900,7.2,1,null,280663
0,0,0,1,0,1500,6.1,1,72,3150000
0,0,0,1,0,1000,8.8,1,null,560000
0,0,0,1,0,6800,8.1,1,null,1217824
0,0,0,1,0,4200,8.3,1,50,741000
0,0,0,1,0,2100,8.6,1,134,697500
0,0,0,1,0,1000,8.7,1,null,387000
0,0,0,1,0,1100,8.3,1,null,1980000
0,0,0,1,0,900,9.8,1,120,3325000
0,0,0,1,0,600,8.2,1,null,1407337
0,0,0,1,0,800,8.2,1,null,300000
0,0,0,1,0,800,9.6,1,null,350000
0,0,0,1,0,400,9,1,null,502200
0,0,0,1,0,500,8.1,1,null,1663200
0,0,0,1,0,1500,8.9,1,null,600000
0,0,0,1,0,400,9.2,1,null,288000
0,0,0,1,0,700,8.6,1,null,300000
0,0,0,1,0,2200,8,1,26,648000
0,0,0,1,0,1400,10,1,200,4879000
0,0,0,1,0,2000,4,1,null,816000
0,0,0,1,0,2200,8.2,1,null,1211760
0,0,0,1,0,2800,8.8,1,null,990000
0,0,0,1,0,1500,2.1,1,300,4270000
