address,distance,distance_type,rating,capaciity,area,price
danang,12400,km,100,5,832,17500000
danang,4600,km,95,5,140,3500000
danang,11700,km,100,5,318,6912500
danang,3400,km,100,5,280,1550000
danang,8100,km,100,5,307,17100000
danang,3400,km,87,5,70,1048950
danang,1700,km,80,5,750,2950000
danang,2500,km,100,5,700,20161290
danang,12400,km,82,5,85,1922800
danang,3400,km,75,5,65,1800000
danang,2200,km,85,5,300,5000000
danang,5100,km,80,5,40,2231000
danang,4900,km,100,5,350,8500000
danang,2800,km,89,5,250,22139100
danang,3400,km,70,5,70,1200000
danang,11800,km,97,5,515,13940630
danang,11600,km,60,5,400,5500000
danang,4000,km,76,5,580,12757500
danang,12400,km,87,5,270,5367500
danang,5000,km,88,5,430,8000000
danang,1000,km,85,5,270,6270000
danang,3400,km,73,5,70,950000
danang,2700,km,90,5,50,684000
danang,3600,km,97,5,150,744800
danang,5000,km,86,5,400,11337662
danang,1300,km,100,5,300,4050000
danang,3400,km,97,5,68,945000
danang,2700,km,100,5,700,17921148
danang,2800,km,100,5,210,3899069
danang,2800,km,100,5,700,17921148
danang,1800,km,90,5,65,1172500
danang,3400,km,83,5,68,1199000
danang,3300,km,92,5,75,4001400
danang,3500,km,86,5,75,1680000
danang,3400,km,90,5,60,1300000
danang,600,km,60,5,136,1984500
danang,5000,km,100,5,400,13297577
danang,8000,km,88,5,626,20117608
danang,5000,km,92,5,200,3110872
danang,3300,km,95,5,90,1520000
danang,2500,km,92,5,800,8900000
danang,2800,km,85,5,90,4000000
danang,12100,km,50,5,600,6500000
danang,3400,km,82,5,60,1998000
danang,3400,km,89,5,68,1140000
danang,5000,km,30,5,400,9500000
danang,3300,km,86,5,70,1400000
danang,3400,km,65,5,70,1300000
danang,2400,km,90,5,85,2000000
danang,4900,km,87,5,400,13368192
danang,1600,km,94,5,50,742050
danang,3200,km,80,5,300,3663600
danang,4900,km,100,5,300,5175000
danang,3000,km,91,5,300,5500000
danang,3400,km,77,5,75,1100000
danang,12300,km,86,5,333,7431944
danang,3400,km,80,5,90,2000000
danang,11400,km,92,5,281,83734552
danang,4900,km,67,5,515,11606932
danang,11000,km,78,5,270,4264313
danang,12200,km,90,5,480,7400000
danang,12300,km,100,5,312,5687500
danang,3100,km,86,5,100,1068750
danang,12300,km,90,5,96,5040000
danang,600,km,77,5,65,3824700
danang,4400,km,77,5,80,700000
danang,3200,km,86,5,50,1416667
danang,2800,km,93,5,110,4927000
danang,3400,km,82,5,65,1140000
danang,3900,km,94,5,400,5500000
danang,3400,km,95,5,70,1000000
danang,3500,km,85,5,118,2659000
danang,5600,km,94,5,403,42440464
danang,12400,km,70,5,43,7661227
danang,3400,km,86,5,100,2375000
danang,3900,km,93,5,500,4098015
danang,3200,km,78,5,100,1647000
danang,3400,km,89,5,65,980100
danang,3300,km,90,5,450,3100000
danang,2000,km,78,5,85,1359046
danang,3400,km,100,5,67,1100000
danang,4900,km,100,5,450,6000000
danang,4200,km,95,5,175,5445000
danang,13100,km,86,5,85,8765432
danang,3100,km,79,5,100,1729000
danang,2800,km,98,5,75,1555128
danang,3400,km,93,5,65,1000000
danang,2800,km,84,5,75,3526000
danang,1900,km,86,5,80,1240000
danang,2800,km,88,5,136,6674288
danang,3400,km,80,5,70,1235000
danang,3400,km,85,5,60,1575000
danang,3400,km,80,5,68,945000
danang,3700,km,92,5,97,5045040
danang,3000,km,93,5,101,2500000
danang,13000,km,84,5,94,20840000
danang,4800,km,78,5,330,10582829
danang,4900,km,87,5,330,8544269
danang,2700,km,84,5,95,5382000
danang,11700,km,80,5,434,6629111
danang,3300,km,92,5,75,4001400
danang,150,m,89,5,105,4017440
danang,8500,km,88,5,575,15400000
danang,3400,km,85,5,68,1300000
danang,5000,km,86,5,400,11337662
danang,3400,km,90,5,70,2550000
danang,8100,km,100,5,307,17100000
danang,7800,km,83,5,100,11018700
danang,2800,km,88,5,80,756500
danang,3100,km,90,5,515,11830107
danang,4600,km,81,5,330,14439837
danang,3400,km,90,5,67,1170000
danang,3400,km,75,5,65,1134000
danang,3400,km,91,5,55,934500
danang,3400,km,80,5,69,1365000
danang,12200,km,94,5,350,6930000
danang,11700,km,80,5,434,6629111
danang,3200,km,86,5,50,1436400
danang,3400,km,85,5,68,1300000
danang,2400,km,85,5,80,1900260
danang,3100,km,79,5,100,1729000
danang,3100,km,83,5,80,1260000
danang,3400,km,80,5,90,2000000
danang,4500,km,85,5,300,11639922
danang,9800,km,89,5,422,10967697
Ha Long,7800,km,91,1,25,4864860
Ha Long,7800,km,95,1,100,2879999
"Bai Chay, Ha Long",5800,km,100,1,76,906471
"Bai Chay, Ha Long",5800,km,100,1,160,2925000
Ha Long,7500,km,84,1,100,1500000
Ha Long,7500,km,100,1,86,3168000
"Tuan Chau, Ha Long",9700,km,100,1,30,26325000
"Bai Chay, Ha Long",3100,km,84,1,50,6796440
"Bai Chay, Ha Long",5800,km,100,1,105,2275000
"Hon Gai, Ha Long",900,km,92,1,70,2300000
Ha Long,7900,km,50,1,400,7070400
Ha Long,7700,km,93,1,40,891000
"Hon Gai, Ha Long",1000,km,90,1,85,3600000
"Hon Gai, Ha Long",900,km,100,1,50,1800000
"Bai Chay, Ha Long",3700,km,80,1,120,1800000
Ha Long,7500,km,100,1,70,1080000
"Bai Chay, Ha Long",5800,km,100,1,72,1000000
"Tuan Chau, Ha Long",9700,km,52,1,600,8500000
Ha Long,7900,km,100,1,239,2800000
"Bai Chay, Ha Long",5800,km,87,1,96,1800000
Ha Long,8000,km,90,1,35,540000
"Tuan Chau, Ha Long",10600,km,90,1,500,540000
Ha Long,7600,km,10,1,67,640000
Ha Long,7500,km,88,1,50,675000
"Bai Chay, Ha Long",6300,km,92,1,250,3312000
"Bai Chay, Ha Long",5800,km,83,1,72,1650000
"Bai Chay, Ha Long",5800,km,100,1,73,1500000
Ha Long,7700,km,87,1,70,710400
"Hon Gai, Ha Long",600,km,31,1,80,1980000
Ha Long,7500,km,100,1,45,720000
Ha Long,3300,km,100,1,250,9600000
"Bai Chay, Ha Long",5800,km,100,1,92,1000000
"Bai Chay, Ha Long",5900,km,70,1,100,1700000
"Bai Chay, Ha Long",5800,km,96,1,72,800000
"Bai Chay, Ha Long",5700,km,65,1,68,800000
"Bai Chay, Ha Long",3100,km,100,1,100,1764000
"Bai Chay, Ha Long",5800,km,78,1,60,878430
"Bai Chay, Ha Long",5700,km,100,1,68,600000
"Bai Chay, Ha Long",5800,km,100,1,72,960000
Ha Long,7500,km,70,1,40,855000
"Hon Gai, Ha Long",900,km,50,1,83,1600000
Ha Long,7800,km,70,1,320,2450000
"Bai Chay, Ha Long",7000,km,86,1,40,997500
Ha Long,7800,km,92,1,60,800000
"Hon Gai, Ha Long",900,km,90,1,98,1710000
Ha Long,7900,km,100,1,239,2450000
"Bai Chay, Ha Long",5800,km,99,1,72,1000000
"Bai Chay, Ha Long",7000,km,100,1,105,1484000
"Bai Chay, Ha Long",5800,km,86,1,75,1400000
Ha Long,8500,km,100,1,340,10000000
Ha Long,7700,km,85,1,300,3312000
"Bai Chay, Ha Long",5800,km,86,1,70,1500000
Ha Long,7500,km,93,1,50,475000
"Bai Chay, Ha Long",4800,km,100,1,400,12750000
Ha Long,9000,km,80,1,40,585000
"Bai Chay, Ha Long",3100,km,100,1,620,8800000
Ha Long,7500,km,100,1,130,1500000
Ha Long,3400,km,95,1,70,1360000
Ha Long,7800,km,91,1,100,3672000
"Bai Chay, Ha Long",3600,km,88,1,350,3700000
"Bai Chay, Ha Long",4400,km,82,1,37,1440000
Ha Long,7500,km,81,1,38,432000
Ha Long,7900,km,96,1,130,5946696
"Bai Chay, Ha Long",5800,km,88,1,70,810000
"Bai Chay, Ha Long",7700,km,100,1,400,4200000
"Bai Chay, Ha Long",3600,km,89,1,25,900000
Ha Long,7400,km,98,1,65,1200000
"Bai Chay, Ha Long",7000,km,98,1,150,4000000
"Bai Chay, Ha Long",5800,km,98,1,102,1015000
"Bai Chay, Ha Long",5100,km,88,1,342,2607390
Ha Long,800,km,96,1,65,1235475
"Tuan Chau, Ha Long",9800,km,92,1,40,13402528
"Bai Chay, Ha Long",5800,km,95,1,320,2560000
Ha Long,7500,km,92,1,70,949000
"Bai Chay, Ha Long",6900,km,10,1,130,1600000
"Hon Gai, Ha Long",800,km,100,1,400,5500000
Ha Long,7500,km,100,1,68,400000
Ha Long,7500,km,100,1,35,360000
Ha Long,8100,km,100,1,60,1035000
"Hon Gai, Ha Long",900,km,100,1,80,2400000
Ha Long,8100,km,100,1,50,1323000
Ha Long,8300,km,100,1,114,4050000
"Bai Chay, Ha Long",6900,km,97,1,50,1300000
"Hon Gai, Ha Long",900,km,100,1,65,1011500
Ha Long,9000,km,100,1,35,486000
"Bai Chay, Ha Long",3600,km,100,1,120,1170000
"Bai Chay, Ha Long",2300,km,83,1,33,1645000
"Bai Chay, Ha Long",3200,km,100,1,63,1170000
Ha Long,8000,km,100,1,54,1332000
"Hon Gai, Ha Long",800,km,100,1,450,6650000
"Hon Gai, Ha Long",900,km,75,1,450,650000
"Bai Chay, Ha Long",5800,km,95,1,75,1400000
hochiminh,1400,km,88,1,25,1400000
hochiminh,2600,km,83,1,50,675000
hochiminh,7300,km,84,1,25,570000
hochiminh,900,km,94,1,42,1300000
hochiminh,1400,km,88,1,25,1400000
hochiminh,250,m,94,1,45,1146162
hochiminh,2600,km,83,1,50,675000
hochiminh,7300,km,84,1,25,570000
hochiminh,900,km,94,1,42,1300000
hochiminh,1400,km,88,1,25,1400000
hochiminh,250,m,94,1,45,1146162
hochiminh,2600,km,83,1,50,675000
hochiminh,7300,km,84,1,25,570000
hochiminh,900,km,94,1,42,1300000
hochiminh,1400,km,88,1,25,1400000
hochiminh,250,m,94,1,45,1146162
hochiminh,2600,km,83,1,50,675000
hochiminh,7300,km,84,1,25,570000
hochiminh,900,km,94,1,42,1300000
hochiminh,1400,km,88,1,25,1400000
hochiminh,250,m,94,1,45,1146162
hochiminh,2600,km,83,1,50,675000
hochiminh,7300,km,84,1,25,570000
hochiminh,900,km,94,1,42,1300000
hochiminh,1400,km,88,1,25,1400000
hochiminh,250,m,94,1,45,1146162
hochiminh,2600,km,83,1,50,675000
hochiminh,7300,km,84,1,25,570000
hochiminh,900,km,94,1,42,1300000
hochiminh,1400,km,88,1,25,1400000
hochiminh,250,m,94,1,45,1146162
hochiminh,2600,km,83,1,50,675000
hochiminh,7300,km,84,1,25,570000
hochiminh,900,km,94,1,42,1300000
hochiminh,1400,km,88,1,25,1400000
hochiminh,250,m,94,1,45,1146162
hochiminh,2600,km,83,1,50,675000
hochiminh,7300,km,84,1,25,570000
hochiminh,900,km,94,1,42,1300000
hochiminh,1400,km,88,1,25,1400000
hochiminh,250,m,94,1,45,1146162
hochiminh,2600,km,83,1,50,675000
hochiminh,7300,km,84,1,25,570000
hochiminh,900,km,94,1,42,1300000
hochiminh,1400,km,88,1,25,1400000
hochiminh,250,m,94,1,45,1146162
hochiminh,2600,km,83,1,50,675000
hochiminh,7300,km,84,1,25,570000
hochiminh,900,km,94,1,42,1300000
hochiminh,1400,km,88,1,25,1400000
hochiminh,250,m,94,1,45,1146162
hochiminh,2600,km,83,1,50,675000
hochiminh,7300,km,84,1,25,570000
hochiminh,900,km,94,1,42,1300000
hochiminh,1400,km,88,1,25,1400000
hochiminh,250,m,94,1,45,1146162
hochiminh,2600,km,83,1,50,675000
hochiminh,7300,km,84,1,25,570000
hochiminh,900,km,94,1,42,1300000
hochiminh,1400,km,88,1,25,1400000
hochiminh,250,m,94,1,45,1146162
hochiminh,2600,km,83,1,50,675000
hochiminh,7300,km,84,1,25,570000
hochiminh,900,km,94,1,42,1300000
hochiminh,1400,km,88,1,25,1400000
hochiminh,250,m,94,1,45,1146162
hochiminh,2600,km,83,1,50,675000
hochiminh,7300,km,84,1,25,570000
hochiminh,900,km,94,1,42,1300000
hochiminh,1400,km,88,1,25,1400000
hochiminh,250,m,94,1,45,1146162
hochiminh,2600,km,83,1,50,675000
hochiminh,7300,km,84,1,25,570000
hochiminh,900,km,94,1,42,1300000
hochiminh,1400,km,88,1,25,1400000
hochiminh,250,m,94,1,45,1146162
hochiminh,2600,km,83,1,50,675000
hochiminh,7300,km,84,1,25,570000
hochiminh,900,km,94,1,42,1300000
hochiminh,1400,km,88,1,25,1400000
hochiminh,250,m,94,1,45,1146162
hochiminh,2600,km,83,1,50,675000
hochiminh,7300,km,84,1,25,570000
hochiminh,900,km,94,1,42,1300000
hochiminh,1400,km,88,1,25,1400000
hochiminh,250,m,94,1,45,1146162
hochiminh,2600,km,83,1,50,675000
hochiminh,7300,km,84,1,25,570000
hochiminh,900,km,94,1,42,1300000
hochiminh,1400,km,88,1,25,1400000
hochiminh,250,m,94,1,45,1146162
hochiminh,2600,km,83,1,50,675000
hochiminh,7300,km,84,1,25,570000
hochiminh,900,km,94,1,42,1300000
hochiminh,1400,km,88,1,25,1400000
hochiminh,250,m,94,1,45,1146162
hochiminh,2600,km,83,1,50,675000
hochiminh,7300,km,84,1,25,570000
hochiminh,900,km,94,1,42,1300000
hochiminh,1400,km,88,1,25,1400000
hochiminh,250,m,94,1,45,1146162
hochiminh,2600,km,83,1,50,675000
hochiminh,7300,km,84,1,25,570000
hochiminh,900,km,94,1,42,1300000
hochiminh,1400,km,88,1,25,1400000
hochiminh,250,m,94,1,45,1146162
hochiminh,2600,km,83,1,50,675000
hochiminh,7300,km,84,1,25,570000
hochiminh,900,km,94,1,42,1300000
hochiminh,1400,km,88,1,25,1400000
hochiminh,250,m,94,1,45,1146162
hochiminh,2600,km,83,1,50,675000
hochiminh,7300,km,84,1,25,570000
hochiminh,900,km,94,1,42,1300000
hochiminh,1400,km,88,1,25,1400000
hochiminh,250,m,94,1,45,1146162
hochiminh,2600,km,83,1,50,675000
hochiminh,7300,km,84,1,25,570000
hochiminh,900,km,94,1,42,1300000
hochiminh,1400,km,88,1,25,1400000
hochiminh,250,m,94,1,45,1146162
hochiminh,2600,km,83,1,50,675000
hochiminh,7300,km,84,1,25,570000
hochiminh,900,km,94,1,42,1300000
hochiminh,1400,km,88,1,25,1400000
hochiminh,250,m,94,1,45,1146162
hochiminh,2600,km,83,1,50,675000
hochiminh,7300,km,84,1,25,570000
hochiminh,900,km,94,1,42,1300000
hochiminh,1400,km,88,1,25,1400000
hochiminh,250,m,94,1,45,1146162
hochiminh,2600,km,83,1,50,675000
hochiminh,7300,km,84,1,25,570000
hochiminh,900,km,94,1,42,1300000
hochiminh,1400,km,88,1,25,1400000
hochiminh,250,m,94,1,45,1146162
hochiminh,2600,km,83,1,50,675000
hochiminh,7300,km,84,1,25,570000
hochiminh,900,km,94,1,42,1300000
hochiminh,1400,km,88,1,25,1400000
hochiminh,250,m,94,1,45,1146162
hochiminh,2600,km,83,1,50,675000
hochiminh,7300,km,84,1,25,570000
hochiminh,900,km,94,1,42,1300000
hochiminh,1400,km,88,1,25,1400000
hochiminh,250,m,94,1,45,1146162
hochiminh,2600,km,83,1,50,675000
hochiminh,7300,km,84,1,25,570000
hochiminh,900,km,94,1,42,1300000
hochiminh,1400,km,88,1,25,1400000
hochiminh,250,m,94,1,45,1146162
hochiminh,2600,km,83,1,50,675000
hochiminh,7300,km,84,1,25,570000
hochiminh,900,km,94,1,42,1300000
hochiminh,1400,km,88,1,25,1400000
hochiminh,250,m,94,1,45,1146162
hochiminh,2600,km,83,1,50,675000
hochiminh,7300,km,84,1,25,570000
hochiminh,900,km,94,1,42,1300000
hochiminh,1400,km,88,1,25,1400000
hochiminh,250,m,94,1,45,1146162
hochiminh,2600,km,83,1,50,675000
hochiminh,7300,km,84,1,25,570000
hochiminh,900,km,94,1,42,1300000
hochiminh,1400,km,88,1,25,1400000
hochiminh,250,m,94,1,45,1146162
hochiminh,2600,km,83,1,50,675000
hochiminh,7300,km,84,1,25,570000
hochiminh,900,km,94,1,42,1300000
hochiminh,1400,km,88,1,25,1400000
hochiminh,250,m,94,1,45,1146162
hochiminh,2600,km,83,1,50,675000
hochiminh,7300,km,84,1,25,570000
hochiminh,900,km,94,1,42,1300000
hochiminh,1400,km,88,1,25,1400000
hochiminh,250,m,94,1,45,1146162
hochiminh,2600,km,83,1,50,675000
hochiminh,7300,km,84,1,25,570000
hochiminh,900,km,94,1,42,1300000
hochiminh,1400,km,88,1,25,1400000
hochiminh,250,m,94,1,45,1146162
hochiminh,2600,km,83,1,50,675000
hochiminh,7300,km,84,1,25,570000
hochiminh,900,km,94,1,42,1300000
hochiminh,1400,km,88,1,25,1400000
hochiminh,250,m,94,1,45,1146162
hochiminh,2600,km,83,1,50,675000
hochiminh,7300,km,84,1,25,570000
hochiminh,900,km,94,1,42,1300000
hochiminh,1400,km,88,1,25,1400000
hochiminh,250,m,94,1,45,1146162
hochiminh,2600,km,83,1,50,675000
hochiminh,7300,km,84,1,25,570000
hochiminh,900,km,94,1,42,1300000
hochiminh,1400,km,88,1,25,1400000
hochiminh,250,m,94,1,45,1146162
hochiminh,2600,km,83,1,50,675000
hochiminh,7300,km,84,1,25,570000
hochiminh,900,km,94,1,42,1300000
hochiminh,1400,km,88,1,25,1400000
hochiminh,250,m,94,1,45,1146162
hochiminh,2600,km,83,1,50,675000
hochiminh,7300,km,84,1,25,570000
hochiminh,900,km,94,1,42,1300000
hochiminh,1400,km,88,1,25,1400000
hochiminh,250,m,94,1,45,1146162
hochiminh,2600,km,83,1,50,675000
hochiminh,7300,km,84,1,25,570000
hochiminh,900,km,94,1,42,1300000
hochiminh,1400,km,88,1,25,1400000
hochiminh,250,m,94,1,45,1146162
hochiminh,2600,km,83,1,50,675000
hochiminh,7300,km,84,1,25,570000
hochiminh,900,km,94,1,42,1300000
hochiminh,1400,km,88,1,25,1400000
hochiminh,250,m,94,1,45,1146162
hochiminh,2600,km,83,1,50,675000
hochiminh,7300,km,84,1,25,570000
hochiminh,900,km,94,1,42,1300000
hochiminh,1400,km,88,1,25,1400000
hochiminh,250,m,94,1,45,1146162
hochiminh,2600,km,83,1,50,675000
hochiminh,7300,km,84,1,25,570000
hochiminh,900,km,94,1,42,1300000
hochiminh,1400,km,88,1,25,1400000
hochiminh,250,m,94,1,45,1146162
hochiminh,2600,km,83,1,50,675000
hochiminh,7300,km,84,1,25,570000
hochiminh,900,km,94,1,42,1300000
hochiminh,1400,km,88,1,25,1400000
hochiminh,250,m,94,1,45,1146162
hochiminh,2600,km,83,1,50,675000
hochiminh,7300,km,84,1,25,570000
hochiminh,900,km,94,1,42,1300000
hochiminh,1400,km,88,1,25,1400000
hochiminh,250,m,94,1,45,1146162
hochiminh,2600,km,83,1,50,675000
hochiminh,7300,km,84,1,25,570000
hochiminh,900,km,94,1,42,1300000
hochiminh,1400,km,88,1,25,1400000
hochiminh,250,m,94,1,45,1146162
hochiminh,2600,km,83,1,50,675000
hochiminh,7300,km,84,1,25,570000
hochiminh,900,km,94,1,42,1300000
hochiminh,1400,km,88,1,25,1400000
hochiminh,250,m,94,1,45,1146162
hochiminh,2600,km,83,1,50,675000
hochiminh,7300,km,84,1,25,570000
hochiminh,900,km,94,1,42,1300000
hochiminh,1400,km,88,1,25,1400000
hochiminh,250,m,94,1,45,1146162
hochiminh,2600,km,83,1,50,675000
hochiminh,7300,km,84,1,25,570000
hochiminh,900,km,94,1,42,1300000
hochiminh,1400,km,88,1,25,1400000
hochiminh,250,m,94,1,45,1146162
hochiminh,2600,km,83,1,50,675000
hochiminh,7300,km,84,1,25,570000
hochiminh,900,km,94,1,42,1300000
hochiminh,1400,km,88,1,25,1400000
hochiminh,250,m,94,1,45,1146162
hochiminh,2600,km,83,1,50,675000
hochiminh,7300,km,84,1,25,570000
hochiminh,900,km,94,1,42,1300000
hochiminh,1400,km,88,1,25,1400000
hochiminh,250,m,94,1,45,1146162
hochiminh,2600,km,83,1,50,675000
hochiminh,7300,km,84,1,25,570000
hochiminh,900,km,94,1,42,1300000
hochiminh,1400,km,88,1,25,1400000
hochiminh,250,m,94,1,45,1146162
hochiminh,2600,km,83,1,50,675000
hochiminh,7300,km,84,1,25,570000
hochiminh,900,km,94,1,42,1300000
hochiminh,1400,km,88,1,25,1400000
hochiminh,250,m,94,1,45,1146162
hochiminh,2600,km,83,1,50,675000
hochiminh,7300,km,84,1,25,570000
hochiminh,900,km,94,1,42,1300000
hochiminh,1400,km,88,1,25,1400000
hochiminh,250,m,94,1,45,1146162
hochiminh,2600,km,83,1,50,675000
hochiminh,7300,km,84,1,25,570000
hochiminh,900,km,94,1,42,1300000
hochiminh,1400,km,88,1,25,1400000
hochiminh,250,m,94,1,45,1146162
hochiminh,2600,km,83,1,50,675000
hochiminh,7300,km,84,1,25,570000
hochiminh,900,km,94,1,42,1300000
hochiminh,1400,km,88,1,25,1400000
hochiminh,250,m,94,1,45,1146162
hochiminh,2600,km,83,1,50,675000
hochiminh,7300,km,84,1,25,570000
hochiminh,900,km,94,1,42,1300000
hochiminh,1400,km,88,1,25,1400000
hochiminh,250,m,94,1,45,1146162
hochiminh,2600,km,83,1,50,675000
hochiminh,7300,km,84,1,25,570000
hochiminh,900,km,94,1,42,1300000
hochiminh,1400,km,88,1,25,1400000
hochiminh,250,m,94,1,45,1146162
hochiminh,2600,km,83,1,50,675000
hochiminh,7300,km,84,1,25,570000
hochiminh,900,km,94,1,42,1300000
hochiminh,1400,km,88,1,25,1400000
hochiminh,250,m,94,1,45,1146162
hochiminh,2600,km,83,1,50,675000
hochiminh,7300,km,84,1,25,570000
hochiminh,900,km,94,1,42,1300000
hochiminh,6900,km,87,1,108,3828825
hochiminh,3300,km,42,1,55,1600000
hochiminh,1100,km,82,1,25,847272
hochiminh,900,km,90,1,42,4682304
hochiminh,3600,km,91,1,55,2210000
hochiminh,7800,km,88,1,65,1000000
hochiminh,3700,km,88,1,52,1529000
hochiminh,2200,km,89,1,25,621817
hochiminh,3700,km,70,1,32,1154693
hochiminh,1200,km,80,1,38,1987875
hochiminh,3500,km,78,1,60,1425000
hochiminh,2300,km,86,1,28,477000
hochiminh,2400,km,100,1,72,1604944
hochiminh,900,km,87,1,120,3000000
hochiminh,7000,km,87,1,30,700000
hochiminh,1000,km,84,1,40,1150000
hochiminh,1500,km,87,1,80,2755000
hochiminh,1700,km,100,1,60,1800000
hochiminh,1100,km,90,1,78,5416365
hochiminh,4500,km,91,1,45,910000
hochiminh,5200,km,75,1,36,750000
hochiminh,3400,km,94,1,76,2800000
hochiminh,6000,km,82,1,79,1668030
hochiminh,3500,km,74,1,45,1071600
hochiminh,3500,km,82,1,60,1669500
hochiminh,2200,km,92,1,35,400000
hochiminh,800,km,87,1,58,1100000
hochiminh,5600,km,82,1,50,1290441
hochiminh,800,km,77,1,35,900000
hochiminh,3500,km,78,1,55,1134000
hochiminh,1000,km,93,1,60,2430000
hochiminh,2700,km,84,1,37,1028880
hochiminh,3200,km,90,1,40,1090000
hochiminh,3700,km,96,1,99,6300000
hochiminh,3500,km,94,1,54,2070000
hochiminh,4600,km,89,1,45,2341549
hochiminh,1100,km,78,1,25,847272
hochiminh,1000,km,83,1,27,927450
hochiminh,3500,km,73,1,30,450000
hochiminh,900,km,83,1,40,877500
hochiminh,3100,km,82,1,32,590000
hochiminh,900,km,78,1,30,1040000
hochiminh,2800,km,72,1,26,420000
hochiminh,2400,km,96,1,58,1650000
hochiminh,3500,km,81,1,55,2992500
hochiminh,2000,km,94,1,25,1320500
hochiminh,1000,km,100,1,25,1078000
hochiminh,3400,km,57,1,25,258825
hochiminh,900,km,85,1,54,1080000
hochiminh,4500,km,86,1,26,546750
hochiminh,1200,km,89,1,34,4336639
hochiminh,5600,km,74,1,25,427500
hochiminh,1000,km,76,1,20,555660
hochiminh,5000,km,85,1,20,1014000
hochiminh,1000,km,87,1,35,997500
hochiminh,4900,km,87,1,35,680400
hochiminh,1800,km,92,1,35,2057422
hochiminh,2100,km,86,1,25,629640
hochiminh,3700,km,88,1,27,832863
hochiminh,2400,km,88,1,18,590089
hochiminh,3600,km,97,1,60,2673000
hochiminh,6600,km,85,1,60,2266620
hochiminh,5200,km,83,1,40,699000
hochiminh,300,m,83,1,48,1800000
hochiminh,1000,km,77,1,25,847272
hochiminh,5000,km,88,1,25,831600
hochiminh,2800,km,87,1,20,747000
hochiminh,900,km,100,1,54,1012500
hochiminh,1800,km,100,1,88,1490400
hochiminh,1900,km,82,1,40,1028880
hochiminh,2900,km,80,1,25,589950
hochiminh,3300,km,79,1,40,900000
hochiminh,1100,km,93,1,71,1170000
hochiminh,3900,km,93,1,30,630000
hochiminh,1800,km,80,1,120,2450000
hochiminh,3800,km,85,1,26,750000
hochiminh,900,km,80,1,38,960000
hochiminh,5800,km,80,1,52,1260000
hochiminh,2000,km,87,1,46,3730650
hochiminh,500,km,71,1,40,1350000
hochiminh,1000,km,78,1,23,1760000
hochiminh,800,km,97,1,90,6751092
hochiminh,1700,km,89,1,14,500000
hochiminh,1000,km,93,1,32,1050000
hochiminh,3700,km,60,1,70,2100000
hochiminh,7200,km,75,1,28,636500
hochiminh,900,km,77,1,30,1120000
hochiminh,3700,km,89,1,60,2835000
hochiminh,5000,km,81,1,77,1375000
hochiminh,1000,km,90,1,28,1445000
hochiminh,1100,km,92,1,30,850000
hochiminh,3700,km,86,1,35,890763
hochiminh,3700,km,80,1,61,1729602
hochiminh,1000,km,80,1,30,935000
hochiminh,1100,km,84,1,40,665000
hochiminh,1000,km,87,1,28,1140000
hochiminh,1000,km,100,1,55,1080000
hochiminh,4900,km,87,1,42,746100
hochiminh,800,km,100,1,35,972000
hochiminh,1000,km,84,1,50,1062500
hochiminh,1900,km,92,1,20,520000
hochiminh,1000,km,82,1,30,940500
hochiminh,1800,km,80,1,26,649800
hochiminh,300,m,85,1,50,2000000
hochiminh,350,m,89,1,35,1450000
hochiminh,3800,km,100,1,32,540000
hochiminh,3300,km,100,1,38,1300000
hochiminh,4100,km,87,1,25,1750000
hochiminh,600,km,92,1,30,960000
hochiminh,3700,km,89,1,55,1710000
hochiminh,5600,km,88,1,25,1256850
hochiminh,1400,km,91,1,20,1560000
hochiminh,10500,km,50,1,40,456000
hochiminh,3000,km,87,1,22,1265401
hochiminh,3300,km,90,1,30,570000
hochiminh,2800,km,85,1,24,1016955
hochiminh,1000,km,90,1,35,1342469
hochiminh,5800,km,90,1,55,1599000
hochiminh,6100,km,75,1,90,3060000
hochiminh,3200,km,94,1,57,1300000
hochiminh,3500,km,78,1,59,1680000
hochiminh,900,km,85,1,37,981141
hochiminh,4600,km,100,1,23,771895
hochiminh,5800,km,100,1,50,1485000
hochiminh,3300,km,93,1,40,1569375
hochiminh,3500,km,87,1,55,980000
hochiminh,900,km,88,1,28,920000
hochiminh,5300,km,89,1,35,1895400
hochiminh,3700,km,77,1,60,2166000
hochiminh,5600,km,95,1,60,1150000
hochiminh,1000,km,91,1,35,1050000
hochiminh,900,km,92,1,37,725760
hochiminh,800,km,86,1,30,1198500
hochiminh,1100,km,85,1,30,1080000
hochiminh,1800,km,100,1,55,1690000
hochiminh,1300,km,81,1,28,1965600
hochiminh,4500,km,89,1,28,595000
hochiminh,300,m,53,1,28,583920
hochiminh,1500,km,97,1,38,731367
hochiminh,3500,km,83,1,90,1500000
hochiminh,3700,km,93,1,22,585000
hochiminh,1400,km,84,1,27,732000
hochiminh,3900,km,90,1,30,450000
hochiminh,3500,km,90,1,55,1330000
hochiminh,900,km,80,1,40,1423106
hochiminh,1800,km,80,1,58,1900000
hochiminh,5200,km,100,1,36,784000
hochiminh,3700,km,88,1,31,989736
hochiminh,1000,km,93,1,32,950000
hochiminh,3000,km,86,1,32,1530000
hochiminh,1000,km,100,1,35,1058670
hochiminh,1000,km,89,1,28,1150000
hochiminh,5100,km,66,1,18,678566
hochiminh,2400,km,88,1,26,1105088
