address,distance,rating,capaciity,area,price
danang,3200,64,2,500,2480000
danang,2700,100,1,78,2422500
danang,2700,100,2,78,2422500
danang,3400,79,1,70,2400000
danang,1300,93,1,150,2374050
danang,700,85,1,,2356200
danang,700,85,2,,2356200
danang,10000,54,1,,2250000
danang,3200,85,1,,2245320
danang,3200,85,2,,2245320
danang,2700,62,2,,2219971
danang,2800,89,1,,2214000
danang,2800,89,2,,2214000
danang,3300,68,1,480,2200000
danang,3300,25,2,480,2200000
danang,2800,49,2,,2195313
danang,2800,84,2,,2169360
danang,4000,38,1,100,2160000
danang,600,88,1,,2160000
danang,4000,75,2,100,2160000
danang,4000,87,2,100,2160000
danang,600,88,2,,2160000
danang,2700,61,1,,2150000
danang,2700,46,2,,2150000
danang,3000,86,1,,2145000
danang,3000,86,2,,2145000
danang,1100,88,1,,2125000
danang,1100,88,2,,2125000
danang,2800,78,2,,2108160
danang,3200,87,1,270,2070000
danang,3200,87,2,270,2070000
danang,2800,91,1,140,2065500
danang,2800,91,2,140,2065500
danang,3400,80,2,100,2050000
danang,3700,89,1,,2040000
danang,3700,89,2,,2040000
danang,3000,87,1,60,2039993
danang,3000,87,2,60,2039993
danang,3500,85,1,,2031480
danang,3500,85,2,,2031480
danang,3100,81,1,,2025000
danang,3100,81,2,,2025000
danang,12400,70,1,70,2000000
danang,2400,85,1,85,2000000
danang,3500,10,2,85,2000000
danang,2400,60,2,85,2000000
danang,12400,90,1,90,1996583
danang,3000,37,1,55,1975050
danang,3000,79,2,55,1975050
danang,2900,85,1,,1954800
danang,2900,85,2,,1954800
danang,3300,90,1,,1953918
danang,3300,90,2,,1953918
danang,2800,84,1,,1953360
danang,8400,93,1,45,1937500
danang,8400,93,2,45,1937500
danang,400,92,1,30,1889550
danang,2400,92,1,40,1881475
danang,2400,92,2,40,1881475
danang,3600,89,2,,1881000
danang,1100,95,1,,1865325
danang,1100,95,2,,1865325
danang,2900,87,1,,1840313
danang,2900,87,2,,1840313
danang,3400,54,1,60,1800000
danang,3400,50,1,65,1800000
danang,14400,50,1,,1800000
danang,500,81,1,,1800000
danang,3400,37,2,60,1800000
danang,3400,64,2,65,1800000
danang,2800,80,2,,1800000
danang,500,81,2,,1800000
danang,2800,89,2,,1800000
danang,3400,56,1,69,1789000
danang,3400,28,1,69,1789000
danang,3400,55,2,69,1789000
danang,3400,40,2,69,1789000
danang,3700,92,1,,1772680
danang,2800,78,1,,1771200
danang,3700,85,1,,1769880
danang,3700,85,2,,1769880
danang,3000,71,2,,1760000
danang,3000,42,2,,1760000
danang,2700,100,1,70,1757500
danang,2700,100,2,70,1757500
danang,3400,80,1,,1755000
danang,3400,80,2,,1755000
danang,12400,82,1,85,1748000
danang,12400,82,2,85,1748000
danang,1700,84,1,,1680000
danang,2800,83,1,44,1680000
danang,1700,84,2,,1680000
danang,3400,82,1,60,1665000
danang,3400,82,2,60,1665000
danang,1600,87,2,,1663037
danang,2000,75,2,50,1661750
danang,3000,33,1,,1650000
danang,3000,67,1,,1650000
danang,3000,26,1,,1650000
danang,3000,27,2,,1650000
danang,2600,89,1,,1626144
danang,2800,85,2,,1614600
danang,12400,50,2,54,1600370
danang,9000,90,1,60,1600000
danang,3400,75,1,65,1600000
danang,4200,79,1,,1600000
danang,9000,90,2,60,1600000
danang,3400,75,2,65,1600000
danang,4200,79,2,,1600000
danang,2700,67,1,130,1576080
danang,12400,65,1,72,1575773
danang,4300,87,1,,1575000
danang,3300,83,1,,1575000
danang,4300,87,2,,1575000
danang,3300,83,2,,1575000
danang,5100,80,1,40,1552500
danang,3100,32,1,180,1550000
danang,3400,100,2,280,1550000
danang,2800,98,2,75,1541628
danang,2800,98,1,75,1537128
danang,2600,68,1,,1530000
danang,9700,83,1,,1530000
danang,2600,68,2,,1530000
danang,9700,83,2,,1530000
danang,12400,50,1,54,1520352
danang,1700,98,2,210,1511370
danang,2900,90,1,,1503425
danang,2900,90,2,,1503425
danang,3400,77,1,70,1500000
danang,3400,85,1,65,1500000
danang,1600,89,1,,1500000
danang,3400,77,2,70,1500000
danang,1600,89,2,,1500000
danang,3400,85,2,65,1500000
danang,2700,84,1,,1497600
danang,2700,84,2,,1497600
danang,12400,79,1,85,1496250
danang,12400,79,2,85,1496250
danang,2800,88,1,,1476000
danang,2800,88,2,,1476000
danang,2800,94,2,,1465344
danang,3500,85,1,45,1459000
danang,3500,85,2,45,1459000
danang,2400,95,1,,1453500
danang,2400,95,2,,1453500
danang,2800,90,2,,1449700
danang,3400,70,2,,1445000
danang,3300,65,1,80,1440000
danang,1000,59,1,70,1440000
danang,3300,26,1,80,1440000
danang,1000,47,1,70,1440000
danang,1000,79,2,70,1440000
danang,3300,29,2,80,1440000
danang,1000,43,2,70,1440000
danang,3300,48,2,80,1440000
danang,2800,89,1,,1412775
danang,2800,89,2,,1412775
danang,1700,98,1,210,1403415
danang,2000,85,1,,1402500
danang,2000,85,2,,1402500
danang,2500,80,1,,1400000
danang,3400,54,1,66,1400000
danang,1900,88,1,,1400000
danang,2700,68,1,,1400000
danang,3300,86,1,70,1400000
danang,2500,80,2,,1400000
danang,1900,58,2,,1400000
danang,2700,68,2,,1400000
danang,1900,65,2,,1400000
danang,2300,91,2,27,1377000
danang,3800,65,2,50,1375000
danang,3400,30,1,,1365000
danang,3400,80,1,69,1365000
danang,3400,80,1,69,1365000
danang,3400,70,2,,1365000
danang,3400,80,2,69,1365000
danang,3400,80,2,69,1365000
danang,3400,43,1,,1360000
danang,2100,35,2,,1360000
danang,2100,39,2,,1360000
danang,1100,95,1,50,1350000
danang,1100,95,2,50,1350000
danang,2800,87,1,,1338874
danang,2800,87,2,,1338874
danang,3900,94,1,45,1330000
danang,3400,88,1,68,1330000
danang,3400,88,2,68,1330000
danang,3500,89,2,,1315800
danang,3300,83,1,,1310687
danang,2500,82,2,,1305000
danang,2800,90,1,,1304730
danang,600,88,2,,1303760
danang,3500,89,1,,1302642
danang,3000,84,1,,1300000
danang,3400,90,1,60,1300000
danang,3300,84,1,,1300000
danang,1900,78,1,,1300000
danang,1900,66,1,,1300000
danang,3000,84,2,,1300000
danang,3400,90,2,60,1300000
danang,3300,84,2,,1300000
danang,2900,81,1,102,1296000
danang,2900,59,2,102,1296000
danang,2700,86,1,,1291500
danang,2700,86,2,,1291500
danang,3000,91,2,,1282710
danang,2600,90,1,,1282500
danang,2600,90,2,,1282500
danang,2000,100,2,,1280000
danang,2500,88,1,,1278000
danang,2500,88,2,,1278000
danang,2100,31,1,,1275000
danang,2100,49,1,,1275000
danang,2500,82,1,,1265850
danang,700,100,2,,1260000
danang,3800,89,2,,1259000
danang,2800,88,2,,1251429
danang,2800,88,1,,1238915
danang,600,93,1,,1237500
danang,900,89,1,,1233750
danang,900,89,2,,1233750
danang,3400,68,1,70,1233100
danang,3400,68,2,70,1233100
danang,800,92,1,,1230000
danang,800,92,2,,1230000
danang,3400,65,2,,1221472
danang,3200,94,2,,1220400
danang,2700,95,1,35,1213800
danang,2700,95,2,35,1213800
danang,3400,46,1,67,1200000
danang,3400,70,1,70,1200000
danang,3400,60,1,60,1200000
danang,1300,32,1,63,1200000
danang,3400,75,2,67,1200000
danang,3400,60,2,60,1200000
danang,3400,70,2,70,1200000
danang,1300,75,2,63,1200000
danang,3400,95,2,,1200000
danang,2900,91,2,50,1200000
danang,3400,49,2,55,1200000
danang,3400,40,2,55,1200000
danang,3400,83,1,68,1199000
danang,3400,83,2,68,1199000
danang,12400,46,1,70,1186788
danang,12400,45,2,70,1186788
danang,3600,77,2,240,1184625
danang,2800,93,1,35,1177000
danang,2800,93,1,35,1177000
danang,2800,93,2,35,1177000
danang,2800,93,2,35,1177000
danang,3400,90,1,67,1170000
danang,3400,30,2,,1170000
danang,2700,93,2,20,1170000
danang,3400,90,2,67,1170000
danang,150,89,1,,1169600
danang,150,89,2,,1169600
danang,2900,92,1,,1160700
danang,2400,85,1,,1154400
danang,2400,85,2,,1154400
danang,2500,10,1,134,1152000
danang,2500,10,2,134,1152000
danang,1100,87,1,,1148000
danang,1100,87,2,,1148000
danang,3400,85,1,68,1144000
danang,3400,85,2,68,1144000
danang,3400,89,1,68,1140000
danang,3400,89,2,68,1140000
danang,2600,65,1,35,1125000
danang,3400,85,1,62,1125000
danang,2600,65,2,35,1125000
danang,3400,50,2,62,1125000
danang,3400,50,1,,1120000
danang,1100,97,1,38,1120000
danang,1100,97,2,38,1120000
danang,3100,96,1,,1118600
danang,3100,96,2,,1118600
danang,2100,91,1,,1107000
danang,2100,91,2,,1107000
danang,3400,48,1,,1105000
danang,3400,32,2,,1105000
danang,3400,71,2,,1105000
danang,3000,87,1,,1101144
danang,3000,87,2,,1101144
danang,3400,38,1,65,1100000
danang,600,82,1,,1100000
danang,3400,77,1,75,1100000
danang,3400,62,1,60,1100000
danang,3400,100,1,67,1100000
danang,3400,33,1,60,1100000
danang,3300,68,2,,1100000
danang,600,82,2,,1100000
danang,3400,77,2,75,1100000
danang,3400,68,2,60,1100000
danang,3400,100,2,67,1100000
danang,3400,85,2,60,1100000
danang,3600,58,1,240,1093500
danang,900,77,1,,1081080
danang,900,77,2,,1081080
danang,15300,65,1,,1080000
danang,3300,95,1,70,1080000
danang,3400,78,1,55,1080000
danang,3400,75,1,65,1080000
danang,4200,33,2,,1080000
danang,15300,50,2,,1080000
danang,3300,95,2,70,1080000
danang,3400,75,2,65,1080000
danang,3400,83,1,68,1078200
danang,3400,66,2,68,1078200
danang,600,77,1,,1077300
danang,600,77,2,,1077300
danang,3100,72,1,,1075250
danang,3100,72,2,,1075250
danang,500,83,1,,1066546
danang,3500,88,1,,1051196
danang,1000,37,1,63,1045000
danang,300,87,1,,1042969
danang,300,87,2,,1042969
danang,3400,32,1,,1040000
danang,3400,42,2,70,1038400
danang,2600,95,1,40,1037221
danang,2600,95,2,40,1037221
danang,4500,86,1,,1036350
danang,4500,86,2,,1036350
danang,2700,86,1,,1033805
danang,2700,86,2,,1033805
danang,3100,93,2,44,1032750
danang,2900,87,1,,1026000
danang,3500,82,1,,1026000
danang,2900,87,2,,1026000
danang,3500,82,2,,1026000
danang,2800,86,1,,1019608
danang,2800,86,2,,1019608
danang,600,93,2,,1017682
danang,3700,83,1,,1016400
danang,500,96,1,48,1003500
danang,500,96,2,48,1003500
danang,2500,100,1,71,1000000
danang,3400,95,1,70,1000000
danang,3400,55,1,50,1000000
danang,600,79,1,35,1000000
danang,2300,92,1,,1000000
danang,3400,100,1,,1000000
danang,3400,96,1,65,1000000
danang,3200,98,1,35,1000000
danang,4200,95,1,,1000000
danang,3400,95,2,70,1000000
danang,3400,84,2,50,1000000
danang,600,79,2,35,1000000
danang,2300,92,2,,1000000
danang,3400,100,2,,1000000
danang,3400,96,2,65,1000000
danang,3200,98,2,35,1000000
danang,4200,95,2,,1000000
danang,3400,92,1,30,994500
danang,2800,84,1,,993020
danang,2800,84,2,,993020
danang,2300,89,2,,992250
danang,2000,77,1,,990000
danang,2700,79,2,,990000
danang,2000,77,2,,990000
danang,700,73,1,16,980000
danang,700,82,2,16,980000
danang,3900,85,1,,976500
danang,3900,85,2,,976500
danang,3700,85,2,,972000
danang,1800,87,1,,964800
danang,1800,87,2,,964800
danang,1600,82,2,,963900
danang,450,91,1,,962996
danang,450,91,2,,962996
danang,2700,87,1,,960000
danang,2700,87,2,,960000
danang,800,74,2,,960000
danang,2700,85,1,,954000
danang,2700,85,2,,954000
danang,2600,93,1,,950625
danang,2600,93,2,,950625
danang,3600,90,1,,950400
danang,3400,80,1,58,950000
danang,10900,90,2,50,950000
danang,3400,80,2,58,950000
danang,3400,80,2,58,950000
danang,3400,25,1,50,945000
danang,3400,97,2,68,945000
danang,3400,50,2,50,945000
danang,600,90,2,25,944775
danang,2700,79,1,,940500
danang,800,79,2,,940000
danang,3700,80,2,,935001
danang,1000,86,1,,922250
danang,1600,87,2,,922200
danang,1300,83,1,,920000
danang,1300,83,2,,920000
danang,3200,85,2,,919125
danang,2100,87,2,,914063
danang,3300,91,1,,911600
danang,3300,91,2,,911600
danang,600,94,1,,910100
danang,600,94,2,,910100
danang,2700,95,1,,910000
danang,2700,95,2,,910000
danang,2800,86,1,,908820
danang,2800,86,2,,908820
danang,3400,81,1,,906300
danang,2700,88,1,,906180
danang,2700,88,2,,906180
danang,4200,94,1,40,902700
danang,4200,94,2,40,902700
danang,4200,94,2,40,902700
danang,3400,89,1,65,901692
danang,3400,89,2,65,901692
danang,2900,93,1,28,900000
danang,3800,56,1,,900000
danang,2600,94,1,,900000
danang,3900,91,1,,900000
danang,3600,89,1,,900000
danang,600,86,1,,900000
danang,800,53,1,,900000
danang,800,41,1,,900000
danang,1000,73,2,,900000
danang,8100,72,2,,900000
danang,3300,93,2,,900000
danang,2900,93,2,28,900000
danang,400,99,2,45,900000
danang,2600,94,2,,900000
danang,3900,91,2,,900000
danang,400,99,2,45,900000
danang,3600,89,2,,900000
danang,3500,90,1,36,899999
danang,3500,90,2,36,899999
danang,3300,90,1,,892911
danang,3300,90,2,,892911
danang,500,82,1,,892500
danang,2400,80,2,,891000
danang,2400,93,1,,885938
danang,2400,93,2,,885938
danang,2600,73,2,,882900
danang,1400,81,1,,882000
danang,3400,78,1,,880000
danang,600,87,1,,873810
danang,600,87,2,,873810
danang,400,99,1,45,873000
danang,400,99,1,45,873000
danang,4400,81,1,,870400
danang,4400,81,2,,870400
danang,2000,93,1,21,870000
danang,2000,91,1,,870000
danang,2000,93,2,21,870000
danang,2000,91,2,,870000
danang,2700,86,1,30,869400
danang,2700,86,2,30,869400
danang,3800,86,1,,868000
danang,3500,87,2,,864000
danang,600,92,2,33,860000
danang,4200,34,2,,858600
danang,3400,73,1,70,855000
danang,3400,73,2,70,855000
danang,3400,80,2,,855000
danang,3500,90,1,30,850500
danang,3500,90,1,30,850500
danang,3200,94,2,35,850500
danang,3500,90,2,30,850500
danang,3500,90,2,30,850500
danang,3400,85,1,52,850000
danang,3400,67,1,52,850000
danang,3400,51,1,50,850000
danang,3500,83,1,,850000
danang,3400,85,2,52,850000
danang,3400,42,2,52,850000
danang,3400,43,2,50,850000
danang,800,79,1,,840000
danang,2700,84,1,,840000
danang,2700,84,2,,840000
danang,2700,83,1,,833850
danang,2700,83,2,,833850
danang,3800,79,1,,833000
danang,3800,79,2,,833000
danang,3400,30,2,60,832000
danang,2000,72,2,,831298
danang,3200,94,1,40,831060
danang,500,96,1,,828127
danang,500,96,2,,828127
danang,1600,85,1,45,825000
danang,1600,85,2,45,825000
danang,600,59,1,,821750
danang,600,59,2,,821750
danang,3700,91,1,,820800
danang,3700,91,2,,820800
danang,600,80,1,,818235
danang,500,88,1,,813960
danang,500,88,2,,813960
danang,3500,88,2,45,812250
danang,1600,87,1,,812000
danang,4200,73,1,,810900
danang,3400,43,2,,810000
danang,3300,90,1,,808583
danang,3300,90,2,,808583
danang,3400,100,1,,807500
danang,3400,80,1,,807500
danang,3400,80,1,,807500
danang,3400,100,2,,807500
danang,4400,81,1,,803311
danang,4400,81,2,,803311
danang,3400,90,1,,802900
danang,3400,90,2,,802900
danang,3900,93,1,45,801970
danang,2200,83,2,,800415
danang,3600,97,1,40,800000
danang,3800,84,1,,800000
danang,1200,84,1,,800000
danang,3300,10,2,75,800000
danang,3600,97,2,40,800000
danang,1200,84,2,,800000
danang,3400,87,1,50,799200
danang,3400,87,2,50,799200
danang,15200,100,1,,792000
danang,15200,100,2,,792000
danang,3500,88,1,45,785175
danang,3400,91,2,,781250
danang,3400,26,1,60,780000
danang,3400,50,1,68,777600
danang,3400,30,2,68,777600
danang,1000,71,1,,770000
danang,1000,80,2,,770000
danang,1000,25,2,,770000
danang,3300,91,1,50,769774
danang,3300,91,2,50,769774
danang,3300,91,2,50,769774
danang,3400,82,2,65,769500
danang,3300,94,2,40,769500
danang,2700,91,1,26,766679
danang,2700,91,2,26,766679
danang,2600,92,1,,765000
danang,5500,70,2,,765000
danang,3400,100,2,50,765000
danang,2600,92,2,,765000
danang,2000,10,2,,760000
danang,1600,71,2,,760000
danang,3400,84,2,,752760
danang,2600,91,1,,750000
danang,2600,91,2,,750000
danang,4200,94,1,40,749772
danang,600,60,1,45,749700
danang,600,60,2,45,749700
danang,2600,89,2,,745200
danang,1400,88,1,30,741000
danang,1400,88,2,30,741000
danang,2700,79,1,,740000
danang,2700,79,2,,740000
danang,450,80,2,,738000
danang,3300,84,1,,737800
danang,2800,59,1,,734580
danang,2800,59,2,,734580
danang,1400,79,1,,731250
danang,1400,79,2,,731250
danang,5100,85,1,,730980
danang,5100,85,2,,730980
danang,3400,82,1,65,726750
danang,6100,72,1,,726750
danang,2100,92,1,,726750
danang,6100,72,2,,726750
danang,2100,92,2,,726750
danang,3100,94,1,40,721111
danang,3100,94,1,40,721111
danang,3100,94,2,40,721111
danang,3100,94,2,40,721111
danang,3300,10,1,75,720000
danang,3400,38,1,,720000
danang,3400,100,1,50,720000
danang,2300,87,2,35,720000
danang,3100,87,1,,718960
danang,3100,87,2,,718960
danang,1600,74,2,,717111
danang,3200,93,1,,715750
danang,3200,93,2,,715750
danang,4100,91,1,,709954
danang,4100,91,2,,709954
danang,3600,76,1,,709500
danang,3600,76,2,,709500
danang,3100,83,1,,705093
danang,2400,89,1,,700920
danang,2400,89,2,,700920
danang,3000,88,1,28,697297
danang,2500,89,1,,695940
danang,2500,89,2,,695940
danang,3400,84,1,,691200
danang,3100,91,2,,690625
danang,1800,90,1,,690000
danang,3400,95,1,,690000
danang,3400,95,1,,690000
danang,1800,90,2,,690000
danang,3400,95,2,,690000
danang,3400,95,2,,690000
danang,3400,80,1,60,688500
danang,2200,90,2,,685125
danang,2500,94,1,,675450
danang,2500,94,2,,675450
danang,2800,74,2,,675000
danang,2700,45,2,,672000
danang,2700,89,2,,672000
danang,2500,85,2,,671925
danang,4100,66,1,35,668250
danang,4100,66,2,35,668250
danang,1600,93,1,,666900
danang,2800,88,1,,666900
danang,1600,93,1,,666900
danang,2800,88,2,,666900
danang,1600,93,2,,666900
danang,2300,95,2,65,665667
danang,3100,78,1,,665000
danang,3100,78,2,,665000
danang,3300,85,1,,664200
danang,3300,85,2,,664200
danang,3300,84,1,,662400
danang,3300,84,2,,662400
danang,1700,86,1,,661500
danang,1700,86,2,,661500
danang,4900,89,1,40,660000
danang,4900,89,2,40,660000
danang,3700,89,1,,659796
danang,3700,89,2,,659796
danang,3500,86,1,,658000
danang,3500,86,2,,658000
danang,3100,91,1,,656100
danang,3100,91,2,,656100
danang,2600,83,1,,655000
danang,2600,83,2,,655000
danang,3600,97,1,150,651700
danang,3600,97,2,150,651700
danang,3800,31,1,,650000
danang,4400,93,2,35,650000
danang,4600,87,1,,649373
danang,2300,87,1,30,648000
danang,3700,88,1,,648000
danang,3700,88,2,,648000
danang,2900,93,2,,648000
danang,2200,89,1,,647500
danang,2200,89,2,,647500
danang,2300,95,1,65,645697
danang,2300,95,1,65,645697
danang,2100,93,1,38,639000
danang,2100,93,2,38,639000
danang,4200,88,1,45,638400
danang,3200,86,1,,633334
danang,3200,86,2,,633334
danang,2700,100,1,35,631800
danang,2700,100,1,35,631800
danang,2700,100,2,35,631800
danang,2700,100,2,35,631800
danang,2700,89,1,39,630000
danang,3100,87,1,,630000
danang,3900,93,2,,630000
danang,3100,87,2,,630000
danang,2800,91,1,,624870
danang,2800,91,2,,624870
danang,2700,72,1,,624000
danang,2700,25,1,,624000
danang,2000,78,1,,621590
danang,2000,78,2,,621590
danang,2400,85,1,,621000
danang,2800,85,2,,621000
danang,3800,87,1,,620000
danang,3800,87,2,,620000
danang,3700,84,1,,617500
danang,350,84,1,,617500
danang,3700,84,2,,617500
danang,350,84,2,,617500
danang,1300,100,1,,616500
danang,1300,100,2,,616500
danang,2900,93,1,,615600
danang,4000,86,1,,615600
danang,4000,86,2,,615600
danang,2800,80,1,,612000
danang,2800,95,2,,612000
danang,2800,80,2,,612000
danang,3700,87,1,,610643
danang,3700,87,2,,610643
danang,2200,31,2,,609999
danang,2600,89,1,,609018
danang,2600,89,2,,609018
danang,2000,86,1,,608760
danang,2000,86,2,,608760
danang,2500,89,1,,607500
danang,2500,89,1,,607500
danang,1100,88,1,,607500
danang,2500,89,2,,607500
danang,2500,89,2,,607500
danang,2500,89,1,,606666
danang,2500,89,2,,606666
danang,3600,82,2,150,605150
danang,3700,84,1,,600000
danang,7700,95,1,,600000
danang,2700,85,1,,600000
danang,1500,40,1,25,600000
danang,2700,100,1,,600000
danang,3700,84,2,,600000
danang,1500,52,2,25,600000
danang,2700,85,2,,600000
danang,2700,100,2,,600000
danang,11600,27,2,,599000
danang,3600,100,2,,599000
danang,450,82,2,40,599000
danang,2000,86,1,,598500
danang,1300,98,1,32,598000
danang,1300,98,2,32,598000
danang,3000,87,1,,595000
danang,2200,95,2,,595000
danang,3000,87,2,,595000
danang,1600,100,2,,594000
danang,900,78,1,,592500
danang,900,78,2,,592500
danang,3700,85,1,,592200
danang,2800,85,1,,589950
danang,3400,81,2,,587900
danang,3900,84,1,32,586625
danang,3900,84,2,32,586625
danang,3100,39,1,,585000
danang,3400,79,1,,585000
danang,3100,55,2,,585000
danang,3400,79,2,,585000
danang,1600,96,2,,585000
danang,3900,92,1,,584375
danang,3900,92,2,,584375
danang,2000,85,1,,580500
danang,2000,85,2,,580500
danang,2700,83,2,,580000
danang,2600,89,2,,578948
danang,600,83,1,,578000
danang,600,83,2,,578000
danang,3300,85,1,,576874
danang,3300,85,2,,576874
danang,2600,90,1,,576833
danang,2600,90,2,,576833
danang,2700,90,2,50,576000
danang,3200,90,1,,574560
danang,3200,90,2,,574560
danang,1600,94,2,50,573750
danang,3200,87,1,,573529
danang,3200,87,2,,573529
danang,3600,88,1,,572220
danang,3600,88,2,,572220
danang,2900,93,1,,570000
danang,3400,83,1,,570000
danang,2900,93,1,,570000
danang,1400,96,1,35,570000
danang,1400,96,1,35,570000
danang,3400,83,2,,570000
danang,2900,93,2,,570000
danang,2900,93,2,,570000
danang,1400,96,2,35,570000
danang,1400,96,2,35,570000
danang,3000,84,1,,569288
danang,3900,93,1,,567000
danang,2500,87,1,,567000
danang,2600,58,2,40,567000
danang,1500,86,2,,567000
danang,2500,87,2,,567000
danang,1700,82,1,,563500
danang,1700,82,2,,563500
danang,3400,86,2,15,563063
danang,3400,85,2,40,562000
danang,2700,85,1,,561000
danang,2700,85,2,,561000
danang,2600,84,1,27,560000
danang,3400,86,1,,560000
danang,2600,84,1,27,560000
danang,2500,89,1,,560000
danang,2600,84,2,27,560000
danang,2600,84,2,27,560000
danang,2500,89,2,,560000
danang,2600,91,1,30,559000
danang,2600,91,2,30,559000
danang,3600,82,1,150,558600
danang,1400,86,1,,558000
danang,1400,86,2,,558000
danang,2600,86,1,,553014
danang,2600,86,2,,553014
danang,800,82,1,,552500
danang,4600,80,2,50,552500
danang,2800,95,1,,550800
danang,3800,45,2,55,550800
danang,3400,89,2,,550800
danang,2500,40,1,33,550000
danang,2500,80,1,33,550000
danang,2500,79,1,,550000
danang,2600,84,1,,550000
danang,3700,100,1,,550000
danang,1700,43,1,,550000
danang,2500,47,2,,550000
danang,2600,84,2,,550000
danang,3700,100,2,,550000
danang,3100,80,2,40,550000
danang,1700,88,2,,550000
danang,2600,93,1,,547264
danang,2100,78,1,,547200
danang,10400,70,1,,542913
danang,10400,51,2,,542913
danang,1200,93,1,25,540270
danang,1200,93,2,25,540270
danang,2300,90,1,,540000
danang,3000,92,1,35,540000
danang,200,76,1,,540000
danang,2600,75,1,,540000
danang,3300,87,1,,540000
danang,2600,66,1,,540000
danang,2700,90,1,50,540000
danang,3200,94,1,,540000
danang,2300,90,2,,540000
danang,2600,75,2,,540000
danang,3000,92,2,35,540000
danang,200,76,2,,540000
danang,2600,66,2,,540000
danang,3300,87,2,,540000
danang,3000,87,2,,540000
danang,11600,75,1,,539100
danang,3600,100,1,,539100
danang,3800,90,1,,537030
danang,3800,90,2,,537030
danang,1500,78,1,,534650
danang,400,84,1,,532000
danang,400,84,2,,532000
danang,5600,87,1,,531490
danang,5600,34,2,,531490
danang,2400,85,1,,527850
danang,2400,85,2,,527850
danang,1100,90,1,25,526500
danang,1100,90,1,25,526500
danang,1100,90,2,25,526500
danang,1100,90,2,25,526500
danang,3100,84,1,,526154
danang,3100,84,2,,526154
danang,2500,90,1,,525525
danang,2500,90,2,,525525
danang,1800,86,2,,525000
danang,3400,89,1,,523260
danang,2100,87,1,,523125
danang,2100,87,2,,523125
danang,2700,83,1,,522000
danang,3700,85,1,,522000
danang,3700,85,2,,522000
danang,4600,80,1,50,520000
danang,1300,83,1,,520000
danang,1700,90,2,,520000
danang,1300,83,2,,520000
danang,300,87,1,32,518760
danang,300,87,1,32,518760
danang,300,87,2,32,518760
danang,300,87,2,32,518760
danang,3400,89,2,,518519
danang,2800,83,1,,516780
danang,2800,83,2,,516780
danang,2400,92,2,40,514706
danang,3300,39,1,,514080
danang,3300,53,2,,514080
danang,1100,80,1,,512550
danang,2700,100,1,25,510000
danang,450,85,2,,510000
danang,2700,100,2,25,510000
danang,4600,86,1,,506250
danang,4600,86,1,,506250
danang,4600,86,2,,506250
danang,4600,86,2,,506250
danang,3100,100,1,24,506000
danang,3100,100,1,24,506000
danang,3100,100,2,24,506000
danang,3100,100,2,24,506000
danang,4100,87,1,,505440
danang,4100,87,2,,505440
danang,3200,87,1,,504000
danang,500,57,1,,504000
danang,3200,87,2,,504000
danang,500,57,2,,504000
danang,3600,87,2,36,501600
danang,2800,94,1,,500175
danang,2800,94,2,,500175
danang,2500,88,1,,500000
danang,2500,83,1,,500000
danang,2500,78,1,,500000
danang,3700,74,1,,500000
danang,1700,80,1,,500000
danang,350,66,1,,500000
danang,7100,84,1,,500000
danang,600,85,1,,500000
danang,600,85,1,,500000
danang,5900,76,1,,500000
danang,2500,77,2,,500000
danang,2500,38,2,,500000
danang,3700,74,2,,500000
danang,1700,80,2,,500000
danang,7100,84,2,,500000
danang,600,85,2,,500000
danang,5900,67,2,,500000
danang,2100,81,1,,499000
danang,2100,81,2,,499000
danang,2700,86,1,,498400
danang,2700,86,2,,498400
danang,1600,96,1,,497250
danang,3800,45,1,55,495720
danang,1300,74,1,,495000
danang,3700,88,2,,495000
danang,1300,74,2,,495000
danang,2100,79,1,,490000
danang,2700,83,1,,490000
danang,2100,79,2,,490000
danang,2700,83,2,,490000
danang,2900,61,2,,488750
danang,600,80,2,,486200
danang,3600,83,2,,486000
danang,3100,86,1,,485100
danang,3100,86,2,,485100
danang,2800,31,1,50,482400
danang,2700,81,1,,480480
danang,2700,81,2,,480480
danang,3300,49,1,45,480000
danang,9900,34,1,,480000
danang,1400,96,1,,480000
danang,2600,52,1,,480000
danang,1100,90,1,25,480000
danang,1400,96,1,,480000
danang,2700,88,1,,480000
danang,3300,84,2,45,480000
danang,1400,96,2,,480000
danang,1100,90,2,25,480000
danang,1400,96,2,,480000
danang,2700,88,2,,480000
danang,3700,60,1,,476850
danang,1600,80,1,,476280
danang,4200,90,2,,476280
danang,1600,80,2,,476280
danang,1300,83,1,,476100
danang,1300,83,2,,476100
danang,3600,79,1,,471105
danang,3600,79,2,,471105
danang,3000,94,1,30,470000
danang,3000,94,2,30,470000
danang,800,84,1,,469000
danang,1800,85,1,,468000
danang,1800,85,2,,468000
danang,2100,91,1,20,467500
danang,2100,91,1,20,467500
danang,2100,91,2,20,467500
danang,2400,87,1,,466200
danang,500,88,2,,465847
danang,3500,80,1,,464940
danang,3500,80,2,,464940
danang,1800,89,2,,462000
danang,3800,87,2,,460000
danang,1500,87,2,,460000
danang,3100,87,1,,459000
danang,3100,87,2,,459000
danang,3200,99,1,,456000
danang,3700,89,1,,455873
danang,3800,30,1,,455400
danang,3800,49,2,,455400
danang,3100,91,1,,453600
danang,3100,91,2,,453600
