hcm,hn,dn,dl,other,distance,rating,capacity,area,price
0,0,0,1,0,1400,9.5,1,50,1215000
0,0,0,1,0,1400,3.5999999,1,120,2300000
0,0,0,1,0,700,9.80000019,1,90,1215000
0,0,0,1,0,1700,9.89999962,1,70,2677860
0,0,0,1,0,2300,7,1,150,1680000
0,0,0,1,0,1400,10,1,210,971514
0,0,0,1,0,1000,5.0999999,1,20,750000
0,0,0,1,0,2200,8.69999981,1,100,1161945
0,0,0,1,0,2900,8.39999962,1,80,1168410
0,0,0,1,0,7800,7.9000001,1,20,500000
0,0,0,1,0,3000,7.9000001,1,45,1530000
0,0,0,1,0,3000,8.39999962,1,15,702000
0,0,0,1,0,1300,2.79999995,1,150,357500
0,0,0,1,0,2200,7.80000019,1,50,682500
0,0,0,1,0,400,4.0999999,1,10,680000
0,0,0,1,0,900,8,1,79,750000
0,0,0,1,0,1700,5.30000019,1,200,675000
0,0,0,1,0,150,8.30000019,1,17,939000
0,0,0,1,0,2800,8.80000019,2,30,720000
0,0,0,1,0,1000,5,2,100,1152000
0,0,0,1,0,1300,8,2,300,1404000
0,0,0,1,0,1900,2.29999995,2,130,684000
0,0,0,1,0,1800,10,2,150,3385800
0,0,0,1,0,4700,9.10000038,2,400,3125500
0,0,0,1,0,1500,9.30000019,2,250,3000000
0,0,0,1,0,1400,9.39999962,2,140,1296000
0,0,0,1,0,800,2.79999995,2,125,2500000
0,0,0,1,0,4000,5.5999999,2,30,3996000
0,0,0,1,0,3000,5.5,2,56,2000000
0,0,0,1,0,2900,5.19999981,2,30,3960000
0,0,0,1,0,10900,8,2,20,1610000
0,0,0,1,0,700,10,2,25,959000
0,0,0,1,0,1800,10,2,120,1800000
0,0,0,1,0,300,10,2,100,4000000
0,0,0,1,0,12600,7.19999981,2,120,2800000
0,0,0,1,0,1300,9.5,2,87,2700000
0,0,0,1,0,1100,10,2,220,1338750
0,0,0,1,0,3400,5.9000001,2,40,1530000
0,0,0,1,0,2500,8.69999981,2,150,1600000
0,0,0,1,0,1600,9.19999981,2,350,2500000
0,0,0,1,0,1100,5.4000001,2,270,5000000
0,0,0,1,0,1500,4.5,2,300,1494000
0,0,0,1,0,600,9,2,150,1425000
0,0,0,1,0,1000,1.79999995,2,120,2800000
0,0,0,1,0,1400,6,2,280,1960000
0,0,0,1,0,1400,4.19999981,2,90,1732500
0,0,0,1,0,1100,8,2,160,1575000
0,0,0,1,0,1100,5.9000001,2,120,2240000
0,0,0,1,0,1500,9,2,225,4500000
0,0,0,1,0,250,9.5,2,70,1800000
0,0,0,1,0,1600,2.5,2,300,3596400
0,0,0,1,0,1800,9.69999981,2,100,1154250
0,0,0,1,0,2700,3.5,2,225,3325000
0,0,0,1,0,1700,8.89999962,2,200,1008000
0,0,0,1,0,1100,8.69999981,2,100,1193400
0,0,0,1,0,1500,9.60000038,2,300,4275000
0,0,0,1,0,1600,10,2,60,1539000
0,0,0,1,0,2700,7.9000001,2,30,816000
0,0,0,1,0,1900,9.19999981,2,250,1100000
0,0,0,1,0,1600,9,2,100,1674340
0,0,0,1,0,2000,2.0999999,2,75,2240000
0,0,0,1,0,2600,2,2,25,4195800
0,0,0,1,0,1400,8.80000019,2,400,2400000
0,0,0,1,0,4100,3.5,2,250,3200000
0,0,0,1,0,800,8,2,25,440000
0,0,0,1,0,2700,7.4000001,2,15,952000
0,0,0,1,0,600,2.70000005,2,150,960000
0,0,0,1,0,1400,6.0999999,2,60,900000
0,0,0,1,0,1500,2,2,130,689928
0,0,0,1,0,250,8.19999981,2,30,600000
0,0,0,1,0,1400,6.5999999,2,120,2300000
0,0,0,1,0,2200,10,2,100,1656000
0,0,0,1,0,2100,10,2,200,1350000
0,0,0,1,0,12200,1,2,300,4500000
0,0,0,1,0,1700,8.19999981,2,18,1300000
0,0,0,1,0,300,8.60000038,2,101,2700000
0,0,0,1,0,2300,2.5,2,150,1680000
0,0,0,1,0,1700,10,2,120,1200000
0,0,0,1,0,2900,3.20000005,2,280,2600000
0,0,0,1,0,800,9.39999962,2,160,1750000
0,0,0,1,0,500,7.5999999,2,40,2100000
0,0,0,1,0,2800,1,2,150,1000000
0,0,0,1,0,2300,8.80000019,2,350,3672000
0,0,0,1,0,1100,8.60000038,2,13,780000
0,0,0,1,0,900,8.39999962,2,14,270000
0,0,0,1,0,500,8.80000019,2,80,1980000
0,0,0,1,0,1400,9.39999962,2,150,2142000
0,0,0,1,0,1500,8.89999962,2,240,2850000
0,0,0,1,0,2100,9,2,130,1134000
0,0,0,1,0,1200,6.69999981,2,70,1280000
0,0,0,1,0,700,9.10000038,2,75,979200
0,0,0,1,0,2000,8.60000038,2,130,972000
0,0,0,1,0,900,8.30000019,2,20,700000
0,0,0,1,0,1300,10,2,300,1570800
0,0,0,1,0,2300,9.10000038,2,52,990000
0,0,0,1,0,2200,8,2,26,720000
0,0,0,1,0,2100,9,2,132,1260000
0,0,0,1,0,2200,10,2,25,1980000
0,0,0,1,0,2100,8.60000038,2,134,775000
0,0,0,1,0,1900,7.5999999,2,500,3800000
0,0,0,1,0,2800,8,2,400,4499999
0,0,0,1,0,2800,9.10000038,2,30,450000
0,0,0,1,0,1600,8.5,2,30,933333
0,0,0,1,0,1600,8,2,33,1403000
0,0,0,1,0,350,8.5,2,30,804000
0,0,0,1,0,5300,8.19999981,2,35,1606500
0,0,0,1,0,900,9.80000019,2,120,3325000
0,0,0,1,0,1400,10,2,200,4879000
0,0,0,1,0,2200,8,2,250,1500000
0,0,0,1,0,1500,3,2,300,4270000
0,0,0,1,0,2100,8.69999981,2,130,816000
0,0,0,1,0,1200,5,2,192,1440000
0,0,0,1,0,1200,8.19999981,2,65,1336500
0,0,0,1,0,4200,3.5999999,2,50,798000
0,0,0,1,0,2000,9,2,130,630000
0,0,0,1,0,700,9.80000019,2,90,1296000
0,0,0,1,0,1400,9.5,2,50,1215000
0,0,0,1,0,2100,7.80000019,2,130,769500
0,0,0,1,0,400,3,2,10,748000
0,0,0,1,0,1300,9.19999981,2,25,360000
0,0,0,1,0,2000,9.5,2,35,500000
0,0,0,1,0,1700,9.89999962,2,70,2708640
0,0,0,1,0,2100,9.39999962,2,100,2641500
0,0,0,1,0,350,8.39999962,2,25,1053000
0,0,0,1,0,600,7.5,2,150,1824000
0,0,0,1,0,1500,2.29999995,2,72,3150000
0,0,0,1,0,900,8.69999981,2,200,3328000
0,0,0,1,0,1000,4.69999981,2,20,750000
0,0,0,1,0,1300,4.9000001,2,150,385000
0,0,0,1,0,2200,8.69999981,2,100,1161945
0,0,0,1,0,3000,7.19999981,2,45,1700000
0,0,0,1,0,2900,8.39999962,2,80,1168410
0,0,0,1,0,3000,5.19999981,2,15,756000
0,0,0,1,0,600,9,2,28,1674000
0,0,0,1,0,900,8,2,79,750000
0,0,0,1,0,1400,10,2,210,971514
0,0,0,1,0,1700,5.30000019,2,200,675000
0,0,0,1,0,7800,7.9000001,2,20,500000
0,0,0,1,0,2200,7.80000019,2,50,682500
0,0,0,1,0,2300,5.0999999,2,70,1820000
0,0,0,1,0,150,8.30000019,2,17,939000
0,0,1,0,0,2500,10,1,71,1000000
0,0,1,0,0,3000,9.69999981,1,35,400000
0,0,1,0,0,12400,2.5,1,90,4570110
0,0,1,0,0,12400,5,1,54,1520352
0,0,1,0,0,3400,7.9000001,1,70,2400000
0,0,1,0,0,3300,9.19999981,1,75,3420000
0,0,1,0,0,10000,6.80000019,1,300,7000000
0,0,1,0,0,3400,1.79999995,1,60,1800000
0,0,1,0,0,12400,2.79999995,1,70,1186788
0,0,1,0,0,3200,9,1,600,8280000
0,0,1,0,0,1000,8.5,1,270,5130000
0,0,1,0,0,2500,5.5999999,1,33,550000
0,0,1,0,0,2700,6.4000001,1,130,1576080
0,0,1,0,0,4700,7.4000001,1,200,3310750
0,0,1,0,0,5700,5.19999981,1,250,4968000
0,0,1,0,0,9600,9,1,90,2500000
0,0,1,0,0,12400,6.5,1,72,1575773
0,0,1,0,0,3200,6.30000019,1,270,2070000
0,0,1,0,0,9000,9,1,60,1600000
0,0,1,0,0,2300,9.5,1,65,645697
0,0,1,0,0,3200,3.29999995,1,70,4000000
0,0,1,0,0,2800,7.30000019,1,100,2700000
0,0,1,0,0,5700,6.0999999,1,400,22000000
0,0,1,0,0,5000,5.9000001,1,615,9818182
0,0,1,0,0,3000,8.30000019,1,100,2565000
0,0,1,0,0,3500,10,1,70,270000
0,0,1,0,0,2500,4,1,102,4165000
0,0,1,0,0,3000,9,1,130,3800000
0,0,1,0,0,12300,7.30000019,1,700,8000000
0,0,1,0,0,1400,8.80000019,1,30,741000
0,0,1,0,0,4900,7.69999981,1,516,11071125
0,0,1,0,0,4600,9.39999962,1,400,7200000
0,0,1,0,0,12300,5.80000019,1,700,6500000
0,0,1,0,0,12400,7,1,70,2000000
0,0,1,0,0,5000,6.69999981,1,515,14981357
0,0,1,0,0,11800,9.69999981,1,515,13940630
0,0,1,0,0,12400,9,1,90,1996583
0,0,1,0,0,1300,10,1,300,3847500
0,0,1,0,0,2500,8,1,33,550000
0,0,1,0,0,11800,5.0999999,1,600,6500000
0,0,1,0,0,4900,10,1,350,8500000
0,0,1,0,0,3400,4.69999981,1,67,1200000
0,0,1,0,0,12400,8.69999981,1,270,4370000
0,0,1,0,0,2700,3.29999995,1,310,4900000
0,0,1,0,0,2400,9.19999981,1,200,10200000
0,0,1,0,0,12300,6.5999999,1,200,11000000
0,0,1,0,0,12400,8.19999981,1,85,1748000
0,0,1,0,0,3900,9.30000019,1,45,801970
0,0,1,0,0,12300,3.4000001,1,40,6500000
0,0,1,0,0,2800,9.10000038,1,140,2065500
0,0,1,0,0,3400,2.70000005,1,65,1800000
0,0,1,0,0,3600,8.39999962,1,240,1093500
0,0,1,0,0,2700,8.60000038,1,150,5652500
0,0,1,0,0,12400,7.9000001,1,85,1496250
0,0,1,0,0,4300,2.20000005,1,400,10449000
0,0,1,0,0,4500,10,1,20,3000000
0,0,1,0,0,5000,8.60000038,1,400,11337662
0,0,1,0,0,11600,6.4000001,1,300,5250000
0,0,1,0,0,3300,1,1,75,720000
0,0,1,0,0,10000,7.4000001,1,105,4500000
0,0,1,0,0,3200,5.19999981,1,500,2480000
0,0,1,0,0,5100,8,1,40,1552500
0,0,1,0,0,3000,8,1,320,4000000
0,0,1,0,0,4900,5,1,200,3185000
0,0,1,0,0,11600,6,1,400,5500000
0,0,1,0,0,4600,3.5,1,330,12000000
0,0,1,0,0,2900,3.0999999,1,100,3150000
0,0,1,0,0,2500,1,1,134,1152000
0,0,1,0,0,3100,5.9000001,1,180,1550000
0,0,1,0,0,500,9.60000038,1,48,1003500
0,0,1,0,0,2800,10,1,700,16129032
0,0,1,0,0,3400,1.79999995,1,65,1100000
0,0,1,0,0,3600,9.69999981,1,40,800000
0,0,1,0,0,3400,2.0999999,1,60,780000
0,0,1,0,0,5000,10,1,400,13297577
0,0,1,0,0,3800,4.5,1,55,495720
0,0,1,0,0,5000,8.80000019,1,430,8000000
0,0,1,0,0,3400,7,1,70,1200000
0,0,1,0,0,4000,7.5999999,1,580,9702000
0,0,1,0,0,3400,8.69999981,1,50,799200
0,0,1,0,0,3400,6,1,60,1200000
0,0,1,0,0,3400,9,1,60,1300000
0,0,1,0,0,1700,4.9000001,1,650,3600000
0,0,1,0,0,3400,8.5,1,52,850000
0,0,1,0,0,3600,8.19999981,1,150,558600
0,0,1,0,0,7800,10,1,78,13723249
0,0,1,0,0,3400,8.30000019,1,68,1199000
0,0,1,0,0,1600,9.39999962,1,50,382500
0,0,1,0,0,5700,8,1,515,10534091
0,0,1,0,0,2700,10,1,700,17921148
0,0,1,0,0,3400,6.4000001,1,68,1078200
0,0,1,0,0,12400,6.4000001,1,980,17550000
0,0,1,0,0,3300,9.10000038,1,50,769774
0,0,1,0,0,1300,4.69999981,1,63,1200000
0,0,1,0,0,3000,9.19999981,1,35,540000
0,0,1,0,0,11800,4.9000001,1,70,2500000
0,0,1,0,0,8400,9.30000019,1,45,1937500
0,0,1,0,0,2700,10,1,78,2422500
0,0,1,0,0,3300,2.0999999,1,45,480000
0,0,1,0,0,3400,7.30000019,1,70,855000
0,0,1,0,0,2800,9.30000019,1,35,1177000
0,0,1,0,0,3400,9.19999981,1,68,390000
0,0,1,0,0,3400,7.5,1,65,1600000
0,0,1,0,0,12300,5.9000001,1,416,5946703
0,0,1,0,0,1000,6,1,63,1045000
0,0,1,0,0,3400,1.79999995,1,66,1400000
0,0,1,0,0,2300,8.69999981,1,30,648000
0,0,1,0,0,2800,3.79999995,1,50,482400
0,0,1,0,0,4600,8,1,50,520000
0,0,1,0,0,10000,7.5,1,600,6750000
0,0,1,0,0,3400,4.30000019,1,69,1789000
0,0,1,0,0,3900,8.39999962,1,32,586625
0,0,1,0,0,3400,10,1,50,720000
0,0,1,0,0,2100,9.10000038,1,20,467500
0,0,1,0,0,3200,9.39999962,1,40,831060
0,0,1,0,0,2900,6.9000001,1,102,1296000
0,0,1,0,0,5000,8.80000019,1,450,6500000
0,0,1,0,0,5000,5,1,400,9000000
0,0,1,0,0,2600,9.10000038,1,30,559000
0,0,1,0,0,3400,5.9000001,1,52,850000
0,0,1,0,0,2700,9,1,50,540000
0,0,1,0,0,3300,9.5,1,35,300000
0,0,1,0,0,3300,6.69999981,1,480,2200000
0,0,1,0,0,3000,7.9000001,1,55,1975050
0,0,1,0,0,12300,4,1,500,7628750
0,0,1,0,0,2600,6.5,1,35,1125000
0,0,1,0,0,3600,9.69999981,1,150,651700
0,0,1,0,0,2600,9.39999962,1,27,429300
0,0,1,0,0,2300,8.39999962,1,38,400000
0,0,1,0,0,4900,10,1,300,4657500
0,0,1,0,0,12200,8.30000019,1,390,4968000
0,0,1,0,0,3400,7.69999981,1,70,1500000
0,0,1,0,0,1100,9,1,25,526500
0,0,1,0,0,6200,8.30000019,1,300,22500000
0,0,1,0,0,11000,7.80000019,1,270,4264313
0,0,1,0,0,3100,9,1,515,11830107
0,0,1,0,0,2700,10,1,70,1757500
0,0,1,0,0,3400,8.89999962,1,68,1140000
0,0,1,0,0,1500,3.20000005,1,25,600000
0,0,1,0,0,4600,9.5,1,140,3325000
0,0,1,0,0,2500,9.19999981,1,800,8900000
0,0,1,0,0,3800,2,1,35,392040
0,0,1,0,0,3200,8,1,300,3184776
0,0,1,0,0,4900,8.69999981,1,330,15050000
0,0,1,0,0,300,8.69999981,1,32,518760
0,0,1,0,0,3400,7.69999981,1,75,1100000
0,0,1,0,0,2300,9.10000038,1,40,450000
0,0,1,0,0,1100,9.69999981,1,38,1120000
0,0,1,0,0,1300,9.80000019,1,32,598000
0,0,1,0,0,2900,9.30000019,1,28,900000
0,0,1,0,0,2600,8.39999962,1,27,560000
0,0,1,0,0,8000,8.80000019,1,626,20016456
0,0,1,0,0,1300,9.30000019,1,150,2374050
0,0,1,0,0,2900,8.89999962,1,32,350000
0,0,1,0,0,1600,8.5,1,45,825000
0,0,1,0,0,3300,8.60000038,1,70,1400000
0,0,1,0,0,11700,8,1,434,6629111
0,0,1,0,0,4900,8.5,1,352,14400000
0,0,1,0,0,3000,3.70000005,1,50,405000
0,0,1,0,0,3400,9.5,1,70,1000000
0,0,1,0,0,1500,8.10000038,1,350,3825000
0,0,1,0,0,700,7.69999981,1,16,980000
0,0,1,0,0,2100,9.30000019,1,38,639000
0,0,1,0,0,1900,7.0999999,1,30,404950
0,0,1,0,0,3400,6.9000001,1,62,1125000
0,0,1,0,0,12300,8.60000038,1,333,7431944
0,0,1,0,0,3000,9.30000019,1,101,2500000
0,0,1,0,0,3400,5.69999981,1,60,1100000
0,0,1,0,0,3400,2,1,50,1000000
0,0,1,0,0,1700,9.80000019,1,210,1403415
0,0,1,0,0,4000,2.5,1,100,2160000
0,0,1,0,0,3400,8.19999981,1,60,1665000
0,0,1,0,0,10000,8.39999962,1,700,7500000
0,0,1,0,0,2900,9.5,1,28,407550
0,0,1,0,0,600,7.9000001,1,35,1000000
0,0,1,0,0,3400,10,1,67,1100000
0,0,1,0,0,3400,6.80000019,1,70,1233100
0,0,1,0,0,4100,6.5999999,1,35,668250
0,0,1,0,0,4900,6.69999981,1,515,11128296
0,0,1,0,0,2400,8.30000019,1,85,2000000
0,0,1,0,0,12200,9.19999981,1,250,6434033
0,0,1,0,0,12100,5,1,70,3000000
0,0,1,0,0,3500,9,1,36,899999
0,0,1,0,0,2000,9.30000019,1,21,870000
0,0,1,0,0,4800,7.80000019,1,330,9689220
0,0,1,0,0,3000,9.39999962,1,30,470000
0,0,1,0,0,1100,8.30000019,1,54,18000000
0,0,1,0,0,3400,2.20000005,1,50,945000
0,0,1,0,0,3300,9,1,450,2945000
0,0,1,0,0,3900,9.39999962,1,45,1330000
0,0,1,0,0,600,6,1,45,749700
0,0,1,0,0,3300,6,1,80,1440000
0,0,1,0,0,13100,8.60000038,1,38,2888889
0,0,1,0,0,2700,10,1,25,510000
0,0,1,0,0,3500,8.80000019,1,45,785175
0,0,1,0,0,3300,9.5,1,70,1080000
0,0,1,0,0,3400,8.80000019,1,68,1330000
0,0,1,0,0,3400,9,1,67,1170000
0,0,1,0,0,3500,8.5,1,45,1459000
0,0,1,0,0,1000,2.4000001,1,200,3000000
0,0,1,0,0,3400,8.19999981,1,65,726750
0,0,1,0,0,6700,8.5,1,25,282150
0,0,1,0,0,2500,9.39999962,1,25,299700
0,0,1,0,0,1200,9.30000019,1,25,540270
0,0,1,0,0,9800,8.89999962,1,370,8976000
0,0,1,0,0,3400,8.89999962,1,65,901692
0,0,1,0,0,4500,8.5,1,240,8494791
0,0,1,0,0,2800,9.80000019,1,75,1537128
0,0,1,0,0,3400,8.5,1,65,1500000
0,0,1,0,0,2700,8.60000038,1,30,869400
0,0,1,0,0,3400,2.20000005,1,30,396000
0,0,1,0,0,12400,7,1,41,7584882
0,0,1,0,0,4900,8.69999981,1,400,11048360
0,0,1,0,0,3400,8,1,60,688500
0,0,1,0,0,3400,8.10000038,1,50,850000
0,0,1,0,0,3100,10,1,24,506000
0,0,1,0,0,2400,9.19999981,1,40,1881475
0,0,1,0,0,3400,6.5,1,55,1080000
0,0,1,0,0,3400,9.60000038,1,65,1000000
0,0,1,0,0,3400,8.5,1,68,1144000
0,0,1,0,0,2700,8.89999962,1,39,630000
0,0,1,0,0,3200,9.80000019,1,35,1000000
0,0,1,0,0,3400,7.5,1,65,1080000
0,0,1,0,0,1000,8.69999981,1,70,1440000
0,0,1,0,0,8100,10,1,65,4009500
0,0,1,0,0,1100,9.5,1,50,1350000
0,0,1,0,0,3000,8.69999981,1,60,2039993
0,0,1,0,0,2700,10,1,35,631800
0,0,1,0,0,3400,8.69999981,1,45,450000
0,0,1,0,0,4200,8.80000019,1,45,638400
0,0,1,0,0,2700,9.10000038,1,26,766679
0,0,1,0,0,400,9.89999962,1,45,873000
0,0,1,0,0,1100,9,1,25,480000
0,0,1,0,0,3100,9.39999962,1,40,721111
0,0,1,0,0,3500,9,1,30,850500
0,0,1,0,0,3400,8,1,69,1365000
0,0,1,0,0,12300,4.19999981,1,700,6372000
0,0,1,0,0,3000,8.80000019,1,28,697297
0,0,1,0,0,5600,9.39999962,1,106,11180773
0,0,1,0,0,400,9.19999981,1,30,1889550
0,0,1,0,0,2800,8.30000019,1,44,1680000
0,0,1,0,0,3400,7.30000019,1,68,777600
0,0,1,0,0,4900,8.89999962,1,40,660000
0,0,1,0,0,3800,7.5,1,230,7182000
0,0,1,0,0,4200,9.39999962,1,40,902700
0,0,1,0,0,2800,8.80000019,1,40,380000
0,0,1,0,0,2600,9.5,1,40,1037221
0,0,1,0,0,2700,9.5,1,35,1213800
0,0,1,0,0,3400,9.19999981,1,30,994500
0,0,1,0,0,12000,8.30000019,1,70,3138750
0,0,1,0,0,2700,9.10000038,1,35,427500
0,0,1,0,0,1400,9.60000038,1,35,570000
0,0,1,0,0,4200,9.39999962,1,40,749772
0,0,1,0,0,3400,8,1,58,950000
0,0,1,0,0,3400,8.80000019,1,55,441000
0,0,1,0,0,10000,10,1,616,7125000
0,0,1,0,0,3200,7,2,280,3100000
0,0,1,0,0,12300,4.30000019,2,620,17500000
0,0,1,0,0,9600,9,2,90,2500000
0,0,1,0,0,3400,8.89999962,2,60,1800000
0,0,1,0,0,4600,5.69999981,2,620,15215000
0,0,1,0,0,2400,9.19999981,2,40,1881475
0,0,1,0,0,3400,7.9000001,2,70,2550000
0,0,1,0,0,5000,3.70000005,2,515,15144197
0,0,1,0,0,10000,10,2,220,8500000
0,0,1,0,0,3200,7.80000019,2,600,8280000
0,0,1,0,0,3100,9.30000019,2,44,1032750
0,0,1,0,0,1300,8.30000019,2,20,4455000
0,0,1,0,0,11800,9.69999981,2,515,13940630
0,0,1,0,0,3300,8.69999981,2,400,5850000
0,0,1,0,0,12400,5,2,54,1600370
0,0,1,0,0,3200,4.19999981,2,270,2070000
0,0,1,0,0,12400,10,2,80,3135000
0,0,1,0,0,12400,2.20000005,2,70,1186788
0,0,1,0,0,5000,4.30000019,2,615,9818182
0,0,1,0,0,11700,7,2,900,9000000
0,0,1,0,0,300,8.69999981,2,32,518760
0,0,1,0,0,3500,1,2,85,2000000
0,0,1,0,0,4300,9,2,400,10449000
0,0,1,0,0,1400,8.80000019,2,30,741000
0,0,1,0,0,2600,7,2,40,567000
